Red: Red de Vigilancia y Control de la Contaminación AtmosféricaEstación: 03014009-Alacant - Rabassa
	
FECHA	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.	PM2.5	PM1	SO2	CO	NO	NO2	PM10	NOx	O3
10/11/2014	0,7	292	14,2	48	995	145	0	3	2	3	0,1	5	20	13	26	41
11/11/2014	0,5	315	12,2	82	990	30	3,6	6	5	3	0,1	8	22	8	34	26
12/11/2014	0,7	301	16,3	69	993	105	0	3	2	3	0,2	6	20	6	28	32
13/11/2014	0,7	293	17	73	996	137	0	4	4	3	0,2	6	18	6	26	33
14/11/2014	0,4	272	16,4	82	991	59	0	8	7	3	0,2	12	27	10	45	13
15/11/2014	1,6	285	17,5	48	994	138	0	2	1	3	0,1	4	13	8	18	53
16/11/2014	1,3	283	16,3	49	996	142	0	3	2	3	0,2	3	12	4	16	49
17/11/2014	1,3	310	16,3	49	993	121	0	4	2	3	0,2	4	17	11	22	47
18/11/2014	0,8	290	14,7	65	995	136	0	5	4	3	0,2	3	13	11	16	45
19/11/2014	0,4	9	13,9	78	998	133	0	9	8	3	0,2	9	26	11	39	28
20/11/2014	0,7	359	15,5	80	1001	127	0	9	8	3	0,1	4	18	11	24	36
21/11/2014	0,4	318	15,8	85	1000	79	0	11	10	3	0,2	7	24	15	34	21
22/11/2014	0,5	22	17,8	75	998	62	0	10	8	3	0,1	5	22	16	29	22
23/11/2014	0,9	55	19,8	62	996	60	0	8	5	3	0,1	2	11	19	14	38
24/11/2014	0,5	321	17,7	71	997	107	0	13	7	3	0,1	6	21	33	30	24
25/11/2014	0,4	300	17,3	84	999	83	0	13	7	3	0,1	6	17	20	25	26
26/11/2014	0,5	263	17,1	78	994	114	0,1	7	5	3	0,1	5	19	9	27	28
27/11/2014	0,4	78	15,6	87	985	40	1	7	5	3	0,1	3	17	9	21	33
28/11/2014	1	161	17,1	81	974	53	0,2	3	1	3	0,1	2	8	4	10	55
29/11/2014	0,4	173	16,6	86	975	106	7,2	2	2	3	0,1	3	13	3	16	44
30/11/2014	1,2	304	14,2	88	978	11	10,6	2	2	3	0,1	6	12	3	20	30
01/12/2014	1	297	17,2	68	983	97	0,8	5	3	3	0,1	5	15	10	22	29
02/12/2014	0,9	323	14,6	56	989	99	0	3	2	3	0,2	4	16	5	21	35
03/12/2014	0,5	2	13,6	72	991	92	0	4	3	3	0,2	3	16	6	21	26
04/12/2014	0,7	313	13	75	993	75	2,5	4	3	3	0,1	4	15	6	20	23
05/12/2014	1,4	308	13,4	56	1001	115	0	5	3	3	0,2	10	20	12	36	25
06/12/2014	1,7	313	12,4	51	1003	123	0	3	2	3	0,2	8	17	9	27	36
07/12/2014	1,1	324	10,9	46	1006	122	0	3	2	3	0,2	3	12	4	16	51
08/12/2014	0,8	283	12	57	1007	122	0	2	2	3	0,1	3	9	4	13	44
09/12/2014	2,3	338	13,3	39	1007	109	0	1	1	3	0,1	2	6	2	8	59
10/12/2014	0,9	297	10,4	45	1011	121	0	4	3	3	0,2	6	20	10	27	38
11/12/2014	0,6	341	12,7	65	1009	117	0	5	4	3	0,2	5	19	11	26	30
12/12/2014	0,8	304	10,9	78	1003	114	0	9	8	3	0,2	5	21	11	28	25
13/12/2014	0,3	351	12,2	76	998	95	0	14	12	3	0,2	8	28	18	39	24
14/12/2014	0,4	11	13	84	994	26	8,6	7	4	3	0,1	2	14	12	17	35
15/12/2014	0,4	348	11,9	89	996	23	1,7	3	2	3	0,1	4	16	3	22	38
16/12/2014	1	307	13	66	998	63	0	3	2	3	0,1	2	9	10	12	39
17/12/2014	0,6	285	14,1	58	1003	113	0	3	2	3	0,1	3	17	12	21	37
18/12/2014	0,6	307	14,2	69	1007	112	0	4	3	3	0,2	8	17	7	29	28
19/12/2014	0,6	304	14	76	1010	112	0	9	8	3	0,2	11	26	12	43	13
20/12/2014	0,5	0	13,2	84	1012	92	0	9	8	3	0,2	4	14	10	20	25
21/12/2014	0,5	356	11,9	85	1014	109	0	11	10	3	0,2	3	13	11	17	25
22/12/2014	0,6	345	11,1	85	1014	90	0	8	8	3	0,1	7	14	10	24	28
23/12/2014	0,7	307	10,2	83	1012	109	0	10	9	3	0,2	6	18	12	26	28
24/12/2014							0									
25/12/2014	0,7	302	11,2	83	1012	96	0	14	13	3	0,2	2	9	14	12	33
26/12/2014	0,6	344	10,8	74	1011	114	0	7	7	3	0,1	4	15	9	21	31
27/12/2014	1,5	291	13,7	58	1003	118	0	5	4	3	0,1	4	10	8	15	37
28/12/2014	2,5	315	14,3	46	997	103	0	4	2	3	0,1	3	8	10	12	52
29/12/2014	1,3	360	8,6	42	1009	109	0	2	2	3	0,1	2	10	3	13	49
30/12/2014	0,6	338	7,3	46	1015	120	0	5	3	3	0,2	4	18	13	22	37
31/12/2014	0,3	338	10,7	39	1010	121	0	7	6	3	0,2	7	27	19	36	32
