Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 03014009-Alacant - Rabassa
	
FECHA	HORA	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.	PM2.5	PM1	SO2	CO	NO	NO2	PM10	NOx	O3
17/04/2014	13	1,5	141	20,3	65	1000	902	0	9	8	0	0,2	2	2	10	4	85
17/04/2014	14	1,3	128	19,6	74	1000	836	0	8	7	0	0,2	1	1	10	3	85
17/04/2014	15	1,1	126	19,7	72	999	708	0	7	5	0	0,2	1	0	8	2	87
17/04/2014	16	0,9	99	19,8	71	999	507	0	8	6	0	0,2	2	2	10	4	85
17/04/2014	17	0,7	78	19,1	73	999	271	0	8	7	0	0,3	1	1	9	2	84
17/04/2014	18	0,4	83	18,3	72	999	71	0	8	7	0	0,3	1	2	12	3	85
17/04/2014	19	0,4	69	17,8	73	999	12	0	8	7	0	0,3	1	2	10	3	84
17/04/2014	20	0,1	71	17,4	77	999	0	0	7	6	0	0,3	1	2	9	4	80
17/04/2014	21	0,2	38	17,1	82	999	0	0	8	7	0	0,3	1	8	9	9	66
17/04/2014	22	0,1	46	16,7	87	999	0	0	8	8	0	0,3	1	4	9	6	65
17/04/2014	23	0,1	26	16,4	88	999	0	0	11	10	0	0,4	1	5	12	6	58
18/04/2014	00	0,1	2	15,6	88	999	0	0	12	11	0	0,3	1	11	14	12	44
18/04/2014	01	0,2	351	14,8	86	998	0	0	13	11	0	0,4	1	10	15	12	38
18/04/2014	02	0,4	330	13,7	85	998	0	0	11	10	2	0	1	3	14	4	39
18/04/2014	03	0,5	326	13,2	85	997	0	0	11	10	2	0,1	1	2	14	4	35
18/04/2014	04	0,6	324	12,7	88	997	0	0	11	10	2	0,1	1	3	13	4	37
18/04/2014	05	0,5	320	12,4	87	997	0	0	13	11	2	0	1	7	15	8	31
18/04/2014	06	0,3	330	12,5	87	997	16	0	12	11	2	0	1	7	16	9	28
18/04/2014	07	0,1	299	16,3	77	997	171	0	14	12	2	0	2	9	28	11	39
18/04/2014	08	0,2	234	18,3	69	997	385	0	14	12	2	0	2	9	26	13	52
18/04/2014	09	0,6	193	20,1	65	997	588	0	13	11	2	0	2	7	17	10	64
18/04/2014	10	0,9	148	21,3	59	997	738	0	10	9	3	0	2	5	14	6	76
18/04/2014	11	1,1	137	21,3	60	997	870	0	9	8	3	0	4	16	11	22	69
18/04/2014	12	1,4	141	20,9	61	996	929	0	7	6	2	0	3	13	8	17	71
18/04/2014	13	1,5	142	20,1	69	996	925	0	7	6	2	0	2	7	7	10	68
18/04/2014	14	1,2	144	19,9	68	995	849	0	6	5	2	0	3	12	6	16	77
18/04/2014	15	1,1	150	20,2	63	994	711	0	4	3	4	0	2	9	6	12	81
18/04/2014	16	1	159	20,4	58	994	562	0	4	3	4	0	2	7	6	11	83
18/04/2014	17	0,9	161	19,9	62	993	363	0	4	3	3	0	1	0	8	2	87
18/04/2014	18	0,7	165	19,3	65	993	164	0	5	3	2	0	1	0	8	2	87
18/04/2014	19	0,4	161	18,3	69	993	14	0	5	3	2	0	1	0	8	2	84
18/04/2014	20	0,1	185	17,8	77	993	0	0	5	3	2	0,1	1	2	9	4	73
18/04/2014	21	0,2	226	17,6	81	993	0	0	7	5	2	0,1	1	3	9	4	69
18/04/2014	22	0,2	228	17,1	83	992	0	0	7	5	2	0,1	1	9	10	11	58
18/04/2014	23	0,3	304	16,5	80	992	0	0	8	6	2	0,2	1	16	12	18	49
19/04/2014	00	0,1	325	16,2	76	991	0	0	9	6	2	0,2	1	16	25	18	41
19/04/2014	01	0,2	300	16,1	73	990	0	0	12	6	2	0,2	2	12	60	14	42
19/04/2014	02	0,1	34	16	71	990	0	0	8	5	1	0,1	1	8	20	10	45
19/04/2014	03	0,3	23	15,8	70	989	0	0	7	5	1	0,1	1	21	14	22	31
19/04/2014	04	0,2	67	15,4	74	989	0	0	8	6	1	0,1	1	12	15	13	39
19/04/2014	05	0,2	18	15	85	989	0	0	9	7	1	0	1	24	12	26	28
19/04/2014	06	0,2	21	15,4	87	989	21	0	10	7	1	0,1	2	33	14	35	25
19/04/2014	07	0,1	122	17,6	82	989	192	0	11	8	1	0,1	4	28	22	34	32
19/04/2014	08	0,1	123	21	67	988	355	0	10	6	1	0,1	7	31	25	43	37
19/04/2014	09	0,3	143	22,7	57	988	524	0	14	10	2	0,1	8	37	35	49	40
19/04/2014	10	0,4	102	23,7	53	988	675	0	10	8	1	0,2	4	23	20	29	55
19/04/2014	11	0,8	114	23,9	57	988	772	0	10	7	1	0,2	2	11	16	14	71
19/04/2014	12	0,7	114	25,2	53	987	864	0	9	7	2	0,2	2	9	15	12	78
19/04/2014	13	1	116	24,3	58	987	739	0	11	8	1	0,2	1	5	16	7	81
19/04/2014	14	0,5	110	23,5	63	986	475	0	14	9	1	0,2	1	3	22	5	77
19/04/2014	15	0,5	106	22,9	67	985	306	0	15	10	1	0,3	1	4	24	5	71
19/04/2014	16	0,3	96	22,2	71	985	122	0	17	10	1	0,3	1	8	32	9	65
19/04/2014	17	0,6	169	21,2	74	985	84	0	16	11	1	0,3	2	7	25	9	66
19/04/2014	18	0,8	43	20,9	75	984	37	0	15	11	1	0,3	1	6	22	8	65
19/04/2014	19	0,7	143	18,5	87	984	8	0	16	12	1	0,3	1	4	21	5	69
19/04/2014	20	0,7	359	18,2	86	984	0	0	16	12	1	0,4	1	10	22	12	60
19/04/2014	21	0,6	11	18,1	87	984	0	0	17	13	1	0,4	1	6	21	8	59
19/04/2014	22	1,6	56	17,8	89	984	0	0	14	11	1	0,3	1	1	16	3	66
19/04/2014	23	1	68	17,6	90	985	0	0	14	11	1	0,3	1	0	17	1	70
20/04/2014	00	0,3	63	17,3	89	985	0	0	15	10	1	0,3	2	0	20	3	68
20/04/2014	01	0,2	203	16,7	90	985	0	0	15	11	1	0,4	1	3	20	5	59
20/04/2014	02	0,2	252	16,3	92	985	0	0	16	12	1		1	6	21	8	50
20/04/2014	03	0,5	208	16	93	985	0	0	15	11	1		1	3	19	5	53
20/04/2014	04	0,8	254	16	94	986	0	0	15	10	1		1	1	19	2	56
20/04/2014	05	2,2	306	18		986	0	0	9	4	2		1	1	63	3	63
20/04/2014	06	1,3	311	17,4		986	22	0	5	3	2		1	0	23	2	66
20/04/2014	07	1,2	266	18,4		987	210	0	4	3	2		1	0	9	1	69
20/04/2014	08	1,3	277	19,6		987	430	0	3	2	2		2	1	5	3	72
20/04/2014	09	1,3	256	20,8		987	623	0	2	2	2		1	0	5	2	77
20/04/2014	10	1,6	269	22,7		987	770	0	3	1	2		1	0	11	2	84
20/04/2014	11	1,8	245	23,6		986	876	0	2	1	2		1	0	5	2	86
20/04/2014	12	2,1	207	23,8		986	961	0	3	2	2		1	0	7	1	84
20/04/2014	13	2,4	167	22,4	47	985	953	0	5	3	1		1	0	9	2	78
20/04/2014	14	2,2	172	21,4	54	985	314	0	6	3	1		1	0	10	2	78
20/04/2014	15	2	185	22,2	51	985	369	0	5	3	1		1	0	11	2	78
20/04/2014	16	1,7	179	22,3	55	984	378	0	5	3	1		1	0	11	2	68
20/04/2014	17	2,1	197	23,7	45	984	352	0	4	2	1		2	0	10	3	70
20/04/2014	18	1,8	208	23	45	984	95	0	4	2	1		1	0	14	1	68
20/04/2014	19	1,2	218	22,3	49	984	13	0	5	2	1		2	1	16	3	61
20/04/2014	20	0,3	328	21,6	51	985	1	0	6	3	1		1	11	25	13	49
20/04/2014	21	0,8	273	22,1	38	985	1	0	2	1	1		1	5	5	6	62
20/04/2014	22	0,9	237	20,7	39	986	1	0	1	1	1		2	2	2	4	64
20/04/2014	23	1,2	247	19,9	42	986	1	0	1	0	1		1	1	2	3	65
21/04/2014	00	1,2	283	20,1	42	986	0	0	1	0	1		1	1	3	3	64
21/04/2014	01	1	299	19,5	44	986	1	0	2	1	1	0	1	1	6	2	60
21/04/2014	02	0,5	230	18,3	48	985	0	0	1	0	2	0	1	1	2	2	58
21/04/2014	03	0,2	262	16,9	53	985	1	0	1	0	1	0	2	1	2	3	51
21/04/2014	04	0,4	314	15,2	58	985	0	0	2	1	1	0	1	3	10	4	44
21/04/2014	05	0,4	79	15	59	985	0	0	3	1	2	0	1	4	10	5	42
21/04/2014	06	0,2	161	16,1	57	986	39	0	2	1	2	0	1	6	7	7	45
21/04/2014	07	0,2	248	17,8	52	986	223	0	2	1	2	0	2	6	8	9	53
21/04/2014	08	0,3	229	19,8	45	986	433	0	2	1	2	0	1	1	9	3	64
21/04/2014	09	0,8	203	20,4	45	986	622	0	2	1	3	0	1	0	4	2	70
21/04/2014	10	0,9	213	21,3	42	986	773	0	2	1	3	0	1	0	3	2	75
21/04/2014	11	1	206	22,3	42	986	920	0	2	1	3	0	2	0	4	3	78
21/04/2014	12	2	157	21,4	61	986	992	0	5	3	2	0,1	1	0	9	2	72
21/04/2014	13	2,1	170	22	54	985	939	0	4	2	2	0	1	0	7	2	77
21/04/2014	14	2	168	21,1	58	985	772	0	4	2	2	0,1	1	0	7	2	76
21/04/2014	15	1,7	181	20,7	58	985	185	0	5	2	2	0,1	1	0	9	2	77
21/04/2014	16	1,5	215	18,2	75	986	43	1,1	5	2	2	0,2	1	0	9	2	69
21/04/2014	17	0,3	325	19,1	66	986	122	0	2	1	2	0,2	2	4	5	6	61
21/04/2014	18	0,2	342	19,6	63	986	52	0	3	2	2	0,2	2	11	11	15	51
21/04/2014	19	0,4	19	19	68	986	2	0	3	2	1	0,3	1	19	10	22	38
21/04/2014	20	0,1	304	19	65	987	0	0	4	2	1	0,3	1	24	13	26	39
21/04/2014	21	0,2	244	17,9	73	988	0	0	6	3	1	0,3	1	36	21	37	24
21/04/2014	22	0,5	343	17,2	74	988	0	0	5	3	1	0,3	6	36	8	45	18
21/04/2014	23	1,1	326	17,5	60	988	0	0	1	1	2	0,2	1	4	2	5	56
22/04/2014	00	1,7	307	17,4	56	988	0	0	1	0	2	0,2	3	17	9	22	50
22/04/2014	01	2,1	317	17,2	56	989	0	0	1	0	2	0,1	1	1	8	3	67
22/04/2014	02	1,9	311	16,9	59	989	0	0	1	1	1	0	2	8	4	11	58
22/04/2014	03	0,7	341	16,2	62	990	0	0	2	1	0	0,1	4	11	5	17	51
22/04/2014	04	1,2	317	15,6	66	990	0	0	1	1	0	0	1	1	3	3	54
22/04/2014	05	0,8	326	15,6	66	991	0	0	2	1	0	0	1	2	7	4	53
22/04/2014	06	1,6	351	16,7	61	991	25	0	1	1	0	0	1	3	1	5	55
22/04/2014	07	0,7	319	18,5	54	992	217	0	1	1	1	0	2	6	3	9	52
22/04/2014	08	1,1	329	20,2	48	993	424	0	1	1	0	0	2	1	2	3	59
22/04/2014	09	1,5	332	21	46	994	612	0	1	1	1	0	3	2	3	6	58
22/04/2014	10	0,4	236	22,4	40	994	785	0	1	1	1	0	2	4	4	6	60
22/04/2014	11	1,4	308	23,5	35	994	590	0	1	1	1	0	1	2	5	4	65
22/04/2014	12	1,8	351	24,2	30	995	503	0	1	1	1	0	1	0	2	2	72
22/04/2014	13	1,9	313	26,1	27	995	922	0	1	1	1	0	2	2	6	5	70
22/04/2014	14	1,2	128	24,3	40	995	839	0	2	1	1	0	1	2	5	4	71
22/04/2014	15	1	140	22,2	49	995	550	0	3	2	1	0	2	4	7	7	67
22/04/2014	16	1,2	159	22,8	44	995	543	0	2	1	1	0	1	3	6	5	74
22/04/2014	17	1	175	22,7	42	996	308	0	2	1	1	0	1	2	7	4	76
22/04/2014	18	0,9	191	22,3	41	996	143	0	2	1	1	0	1	2	8	3	75
22/04/2014	19	0,2	146	21,4	46	997	25	0	3	2	1	0	1	4	13	6	68
22/04/2014	20	0,4	36	19,7	57	998	0	0	4	2	1	0	1	22	12	23	48
22/04/2014	21	0,3	8	18,6	62	999	0	0	4	3	0	0	1	28	10	29	40
22/04/2014	22	0,4	338	17,4	64	999	0	0	3	2	1	0	1	20	11	20	36
22/04/2014	23	0,8	314	19,5	47	1000	0	0	5	2	1	0	2	16	29	19	46
23/04/2014	00	1,7	308	20	39	1000	0	0	5	2	1	0,1	4	24	39	31	45
23/04/2014	01	1,9	305	19,6	38	1000	0	0	6	2	1	0,1	18	48	39	75	27
23/04/2014	02	0,9	311	18,8	40	1000	0	0	6	2	2	0,1	20	56	37	86	17
23/04/2014	03	0,3	359	17,9	45	1000	0	0	3	2	2	0	2	15	10	18	50
23/04/2014	04	0,1	89	17,7	46	1000	0	0	2	2	2	0	1	3	5	4	60
23/04/2014	05	0,3	350	17,6	48	1000	0	0	3	2	1	0	1	4	6	6	59
23/04/2014	06	0,3	356	17,3	50	1001	39	0	3	2	2	0	1	11	14	13	51
23/04/2014	07	0,2	214	19,1	45	1001	238	0	5	3	2	0	5	23	34	31	43
23/04/2014	08	0,2	140	21	38	1002	457	0	3	2	2	0	4	20	20	26	52
23/04/2014	09	0,3	150	22,4	33	1002	655	0	3	1	2	0	5	18	10	25	59
23/04/2014	10	0,3	121	23,7	30	1002	782	0	2	1	3	0	2	8	9	12	67
23/04/2014	14							0									
23/04/2014	15	2,8	192	24	34	1000	710	0	2	2	2	0	1	0	6	2	82
23/04/2014	16	3	202	23,6	31	1000	570	0	2	1	2	0	1	0	3	2	81
23/04/2014	17	2,1	200	22,8	33	1000	371	0	2	1	2	0	2	0	3	2	80
23/04/2014	18	1	181	21,7	46	1000	168	0	3	1	2	0	1	4	6	7	67
23/04/2014	19	0,4	131	19,5	69	1001	22	0	7	4	2	0,2	1	19	15	20	49
23/04/2014	20	0,3	117	18	80	1001	1	0	7	5	2	0,2	1	14	12	15	47
23/04/2014	21	0,2	50	17,2	85	1002	2	0	8	5	1	0,3	1	15	10	17	43
23/04/2014	22	0,1	9	16,8	87	1002	2	0	8	5	1	0,3	1	15	11	17	39
23/04/2014	23	0,1	41	16,4	88	1001	0	0	8	5	1	0,4	2	22	12	24	31
24/04/2014	00	0,1	214	16,4	88	1001	0	0	8	6	1	0,5	1	14	12	16	33
24/04/2014	01	0,1	283	15,4	88	1001	1	0	8	5	1	0,4	1	17	12	18	24
24/04/2014	02	0,1	249	15,4	85	1000	0	0	8	5	1	0,1	2	13	12	15	29
24/04/2014	03	0,2	213	15,3	90	1000	0	0	10	7	1	0,2	1	20	13	22	22
24/04/2014	04	0,2	2	14,2	91	1000	0	0	9	7	1	0,2	5	29	12	37	9
24/04/2014	05	0,1	40	14,4	91	1000	0	0	11	8	1	0,1	1	25	14	27	15
24/04/2014	06	0,2	53	14,4	91	1000	40	0	12	9	1	0,1	12	38	16	57	8
24/04/2014	07	0,6	9	16,2	82	1000	218	0	8	6	2	0,2	20	30	12	61	24
24/04/2014	08	0,6	22	17,9	75	1000	331	0	7	5	1	0,1	3	7	11	12	48
24/04/2014	09	0,5	113	19,2	70	1000	392	0	7	5	1	0,1	3	9	14	13	50
24/04/2014	10	0,8	127	18,5	80	1000	747	0	8	6	1	0,1	2	4	10	7	52
24/04/2014	11	0,7	131	19	78	999	848	0	7	5	1	0,2	2	2	9	5	60
24/04/2014	12	0,8	130	19	76	999	927	0	7	5	1	0,2	1	2	8	4	67
24/04/2014	13	0,7	143	19,3	74	998	927	0	7	5	1	0,2	1	1	8	3	71
24/04/2014	14	0,7	133	19,5	72	997	850	0	7	5	1	0,2	2	1	8	4	74
24/04/2014	15	0,7	136	19,5	73	996	601	0	7	5	1	0,2	2	7	9	11	68
24/04/2014	16	0,8	129	19,9	72	995	566	0	7	5	1	0,2	4	11	10	16	58
24/04/2014	17	0,3	99	21	70	995	367	0	7	4	1	0,3	3	14	15	18	49
24/04/2014	18	0,4	78	20,7	66	995	59	0,1	7	4	1	0,3	2	16	18	18	48
24/04/2014	19	0,4	349	19,4	79	994	4	0,4	10	6	1	0,4	1	26	17	28	32
24/04/2014	20	1,1	351	19,6	76	994	0	0	7	5	1	0,4	1	17	10	18	41
24/04/2014	21	2,4	313	20,8	47	995	0	0	2	1	1	0,2	1	1	9	3	71
24/04/2014	22	2,5	319	20	36	995	0	0	2	1	2	0	1	0	8	1	86
24/04/2014	23	2,9	313	19	38	996	0	0	3	1	2	0,1	1	0	14	3	86
25/04/2014	00	3,5	314	17,4	47	996	0	0	2	1	1	0	1	0	9	2	84
25/04/2014	01	3,4	305	16,4	47	997	0	0	4	1	1	0,1	2	10	22	13	78
25/04/2014	02	3,5	304	15,9	49	997	0	0	3	1	0	0,1	2	14	21	17	72
25/04/2014	03	2,6	292	15,5	51	997	0	0	3	1	0	0,2	2	23	19	27	62
25/04/2014	04	3,2	298	15	52	998	0	0	4	1	0	0,1	5	29	20	36	54
25/04/2014	05	3,6	301	14,6	52	998	0	0	4	1	0	0,1	5	27	25	35	57
25/04/2014	06	2	304	14,5	52	999	46	0	1	1	0	0	1	5	7	6	76
25/04/2014	07	4	314	15,1	50	1000	234	0	2	1	0	0	2	1	8	4	79
25/04/2014	08	4,1	310	16	44	1000	444	0	5	1	1	0	2	4	36	7	77
25/04/2014	09	3,8	314	17,5	36	1000	636	0	3	1	0	0	2	1	20	3	83
25/04/2014	10	3,7	304	18,9	31	1000	778	0	6	1	2	0	3	7	52	11	81
25/04/2014	11	3,7	298	19,7	29	1000	901	0	4	1	3	0	3	6	37	10	83
25/04/2014	12	4,1	305	20,9	27	1000	950	0	4	1	1	0	2	3	38	6	86
25/04/2014	13	3,9	301	21,9	24	999	944	0	5	1	2	0	4	10	45	17	83
25/04/2014	14	2,9	294	22,9	22	999	871	0	3	1	1	0	3	7	23	11	88
25/04/2014	15	2,8	286	23,3	21	999	739	0	2	1	1	0	1	0	15	2	98
25/04/2014	16	2,7	307	23,8	19	999	594	0	2	0	1	0	1	0	14	2	100
25/04/2014	17	2,6	305	23,6	18	999	398	0	2	1	2	0	2	2	15	5	100
25/04/2014	18	2,2	301	22,9	17	999	191	0	3	1	8	0	1	1	26	2	103
25/04/2014	19	2,3	300	21,6	19	999	34	0	5	1	18	0	4	29	45	35	77
25/04/2014	20	2,4	302	20,5	23	1000	4	0	4	1	2	0	9	49	34	63	57
25/04/2014	21	1,6	305	20,1	23	1001	5	0	2	1	1	0	2	16	12	19	84
25/04/2014	22	1,5	311	19,9	24	1001	5	0	3	1	2	0	4	31	18	36	68
25/04/2014	23	1,6	313	19,7	25	1001	5	0	2	1	2	0	1	0	7	2	95
26/04/2014	00	1,5	277	19,4	26	1001	6	0	2	1	2	0	1	3	9	5	89
26/04/2014	01	1,2	291	18,8	29	1001	6	0	4	2	2	0	2	11	28	14	73
26/04/2014	02	2,1	314	18,2	34	1001	7	0	3	1	1	0,1	1	6	12	9	70
26/04/2014	03	2,5	305	18,1	37	1000	6	0	3	1	1	0,2	5	18	17	25	60
26/04/2014	04	2	282	18,1	39	1000	7	0	3	1	1	0,2	1	3	7	4	77
26/04/2014	05	2,3	274	17,9	42	999	8	0	2	1	1	0,2	0	0	3	1	80
26/04/2014	06	1,9	285	17,8	43	999	57	0	4	1	1	0,2	1	2	26	4	76
26/04/2014	07	1,9	304	18,7	43	1000	244	0	7	2	1	0,2	6	15	46	24	59
26/04/2014	08	1,6	296	20,2	40	1000	428	0	4	2	1	0,1	4	9	31	15	66
26/04/2014	09	1,8	279	21,5	37	1000	618	0	2	1	1	0,1	2	3	8	6	72
26/04/2014	10	1,9	273	22,7	34	1000	699	0	2	1	1	0,1	2	0	5	2	76
26/04/2014	11	2,1	263	24	31	1000	871	0	1	1	1	0,2	1	0	3	2	77
26/04/2014	12	2,2	267	25,4	29	999	919	0	1	1	1	0,2	2	0	4	3	77
26/04/2014	13	1,5	267	26,8	27	998	917	0	2	1	1	0,2	1	0	5	2	78
26/04/2014	14	2	161	24,3	39	997	770	0	3	1	1	0,2	1	0	5	2	83
26/04/2014	15	2,7	194	25	32	996	426	0	2	1	1	0,1	1	0	7	2	91
26/04/2014	16	2,5	206	24,3	34	996	321	0	3	1	1	0,2	1	0	6	2	92
26/04/2014	17	1,4	191	23,1	42	996	133	0	4	2	1	0,3	1	1	8	3	86
26/04/2014	18	0,4	202	23,8	40	996	130	0	4	2	1	0,3	2	1	11	4	84
26/04/2014	19	0,5	203	23,7	39	995	35	0	4	2	1	0,3	1	2	11	3	83
26/04/2014	20	0,2	53	21,3	53	996	7	0	6	3	0	0,5	2	30	18	32	53
26/04/2014	21	0,8	4	20,5	58	997	6	0	6	3	0	0,5	1	32	15	33	45
26/04/2014	22	2,1	312	22,7	46	997	6	0	2	1	0	0,4	2	8	7	12	43
26/04/2014	23	2,2	305	22	45	997	6	0	3	1	1	0,4	4	12	14	17	43
27/04/2014	00	2,9	298	21,6	46	997	6	0	6	1	0	0,5	4	24	39	30	35
27/04/2014	01	2,5	291	21,3	47	997	6	0	3	1	0	0,5	1	8	15	9	50
27/04/2014	02	2,1	285	21,1	49	996	6	0	2	1	1	0,3	1	3	10	5	53
27/04/2014	03	1,6	287	20,7	50	996	6	0	1	1	1	0,2	1	0	2	2	57
27/04/2014	04	1,6	304	20,4	51	996	6	0	2	1	1	0,3	1	7	7	9	48
27/04/2014	05	2,2	315	20,1	52	997	6	0	1	1	1	0,3	1	0	3	1	57
27/04/2014	06	2,4	335	19,6	52	997	29	0	1	1	1	0,3	2	0	1	3	57
27/04/2014	07	2,5	332	19,7	50	998	141	0	1	1	1	0,2	1	0	2	2	58
27/04/2014	08	3,1	326	21	33	998	466	0	1	1	1	0,2	1	0	4	2	81
27/04/2014	09	2,1	293	22,1	21	999	634	0	1	1	2	0,1	2	5	5	8	91
27/04/2014	10	2,2	317	22,5	25	999	793	0	2	1	2	0,1	2	0	4	3	95
27/04/2014	11	1,9	85	19,6	59	999	902	0	3	2	2	0,2	1	0	6	2	73
27/04/2014	12	1,6	99	19,4	58	999	937	0	4	2	1	0,3	2	2	6	4	72
27/04/2014	13	1,6	110	19,3	55	999	932	0	3	2	1	0,3	2	0	5	2	78
27/04/2014	14	1,3	99	19,7	51	998	881	0	3	2	1	0,3	1	0	6	2	82
27/04/2014	15	1,2	121	19,3	53	998	710	0	3	2	1	0,3	2	0	5	2	83
27/04/2014	16	0,9	117	18,9	59	997	590	0	3	2	1	0,3	1	0	6	2	79
27/04/2014	17	0,4	147	19,3	57	997	394	0	3	1	1	0,3	2	0	6	2	78
27/04/2014	18	0,4	151	19,1	60	997	195	0	3	2	1	0,3	1	1	6	3	74
27/04/2014	19	0,2	159	18	65	998	31	0	4	2	1	0,4	1	1	8	3	72
27/04/2014	20	0,2	198	17,5	68	998	0	0	5	2	1	0,4	1	4	12	5	66
27/04/2014	21	0,3	248	16,7	74	998	0	0	5	2	1	0,4	1	2	9	4	63
27/04/2014	22	0,6	289	16,3	76	998	0	0	5	3	1	0,4	1	8	11	10	54
27/04/2014	23	0,2	17	16,4	75	998	0	0	6	4	1	0,5	1	10	13	12	50
28/04/2014	00	0,4	281	15,6	73	998	0	0	6	3	1	0,5	1	8	19	10	44
28/04/2014	01	0,1	98	15,5	74	997	0	0	5	3	1	0,5	1	9	15	10	43
28/04/2014	02	0,2	166	16,6	57	997	0	0	3	2	1	0,2	2	3	10	5	56
28/04/2014	03	0,1	331	17,3	44	997	0	0	3	2	1	0,1	1	3	7	5	61
28/04/2014	04	0	50	17,9	36	996	0	0	3	1	1	0	1	9	9	11	60
28/04/2014	05	0,1	15	18,8	34	996	0	0	2	1	1	0	1	5	5	7	69
28/04/2014	06	0,5	16	17,7	38	997	34	0	3	2	2	0	13	33	8	53	41
28/04/2014	07	1	327	19,7	38	997	193	0	2	1	1	0	3	23	8	28	47
28/04/2014	08	1,4	330	22,6	34	997	449	0	2	1	1	0	2	2	4	5	64
28/04/2014	09	1,9	353	23,9	33	997	626	0	1	1	1	0	2	0	2	3	64
28/04/2014	10	0,7	44	24,8	34	997	756	0	2	1	1	0	2	3	4	7	63
28/04/2014	11	1,4	120	22,3	46	997	851	0	3	1	1	0	2	6	7	9	66
28/04/2014	12	1,3	114	21,8	40	997	906	0	2	1	2	0	1	1	5	2	90
28/04/2014	13	1,2	112	22,1	35	997	929	0	3	1	2	0	1	0	10	2	96
28/04/2014	14	1	120	21,8	42	997	867	0	3	1	2	0	1	1	8	2	90
28/04/2014	15	0,9	123	21,5	40	997	733	0	2	1	2	0	1	0	4	2	95
28/04/2014	16	0,7	118	21,5	40	996	583	0	3	1	2	0	2	0	6	3	95
28/04/2014	17	0,6	128	21,1	49	996	388	0	3	2	2	0,1	2	1	6	4	89
28/04/2014	18	0,2	95	21,5	46	996	207	0	3	1	2	0,1	1	4	7	6	89
28/04/2014	19	0,1	80	21,1	46	996	45	0	3	2	2	0,1	1	6	7	7	85
28/04/2014	20	0,2	237	19,8	58	997	0	0	5	3	1		1	17	14	18	64
28/04/2014	21	0,2	238	18,7	71	997	0	0	7	5	1		1	12	11	13	60
28/04/2014	22	0,2	273	18,5	68	997	0	0	7	5	1		1	25	13	26	48
28/04/2014	23	0,2	259	18	57	997	0	0	5	3	1		1	14	19	16	46
29/04/2014	00	0,2	251	17,5	60	997	0	0	6	4	1		1	21	15	23	38
29/04/2014	01	0,1	27	16,8	59	997	0	0	5	3	1		1	20	15	21	35
29/04/2014	02	0,1	41	16,6	59	996	0	0	6	4	1		1	17	13	19	38
29/04/2014	03	0,2	51	16	70	996	0	0	5	4	0		1	8	10	10	49
29/04/2014	04	0,2	15	15,2	81	996	0	0	4	3	0		1	6	6	8	49
29/04/2014	05	0,3	21	14,8	86	996	0	0	6	4	0		1	16	7	18	41
29/04/2014	06	0,2	12	14,6	86	996	50	0	6	5	0		7	42	8	52	20
29/04/2014	07	0,3	39	17,2	77	997	240	0	7	4	0		13	40	12	60	35
29/04/2014	08	0,5	59	19,1	76	997	450	0	6	5	0		2	11	8	14	58
29/04/2014	09	0,6	82	20,4	68	997	644	0	4	3	0		2	2	7	4	70
29/04/2014	10	0,7	86	21,5	61	997	783	0	4	2	0		2	1	8	4	77
29/04/2014	11	0,9	86	22	56	997	898	0	3	2	1		2	1	6	3	84
29/04/2014	12	1,1	107	21,7	60	997	945	0	4	3	1		1	2	6	4	85
29/04/2014	13	1,1	128	20,8	64	997	922	0	4	2	1		2	0	5	3	85
29/04/2014	14	0,9	133	21,1	60	996	881	0	4	2	1		2	3	6	4	88
29/04/2014	15	0,8	134	21,5	55	995	693	0	4	2	1		2	4	7	6	92
29/04/2014	16	0,6	134	21	57	995	522	0	4	2	1		2	4	6	6	89
29/04/2014	17	0,4	127	20,7	59	995	243	0	4	3	1		2	4	6	6	90
29/04/2014	18	0,3	132	20,8	58	995	222	0	4	3	1		2	5	6	7	90
29/04/2014	19	0,3	148	19,9	65	995	32	0	6	5	1		2	10	9	12	78
29/04/2014	20	0,2	184	18,6	81	995	0	0	13	11	1		2	25	18	27	51
29/04/2014	21	0,2	232	17,9	83	995	0	0	24	19	1		2	9	32	11	60
29/04/2014	22	0,1	248	17,3	88	996	0	0	22	19	1		2	6	26	8	58
29/04/2014	23	0,2	53	16,9	92	996	0	0	13	11	1		2	5	14	7	59
30/04/2014	00	0,2	36	16,5	94	996	0	0	14	12	1		2	4	16	6	54
30/04/2014	01	0,3	356	15,9	92	996	0	0	13	11	1		2	4	14	6	44
30/04/2014	02	0,5	335	14,6	91	996	0	0	11	9	1		2	4	13	6	35
30/04/2014	03	0,6	327	13,9	88	996	0	0	10	8	1	0,2	2	5	14	7	31
30/04/2014	04	0,7	328	13,4	86	996	0	0	9	7	1	0,1	2	7	12	9	29
30/04/2014	05	0,9	327	13,2	86	996	0	0	7	6	1	0,1	2	17	10	18	27
30/04/2014	06	1	327	14,1	83	996	44	0	9	7	1	0,1	3	24	13	28	31
30/04/2014	07	0,6	322	18,1	70	996	233	0	9	6	1	0,1	5	27	27	34	46
30/04/2014	08	0,4	255	20,9	56	997	439	0	5	3	1	0,1	3	10	19	14	86
