EXPORTACION PROMEDIOS DIARIOS																																
ESTACION:Alacant - Rabassa	CODIGO:03014009																															
FECHA	SO2		CO		NO		NO2		PM2.5		PM10		PM1		NOx		O3		Veloc.		Direc.		Temp.		H.Rel.		Pres.		R.Sol.		Precip.	
21/6/2011 0:00	2	V	0,2	V	2	V	12	V	10	V	20	V	6	V	15	V	59	V	0,5	V	140	V	23,9	V	65	V	1003	V	311	V	0	V
22/6/2011 0:00	1	V	0,1	V	2	V	10	V	12	V	21	V	8	V	13	V	59	V	0,5	V	158	V	24,7	V	74	V	1001	V	268	V	0	V
23/6/2011 0:00	2	V	0,1	V	1	V	5	V	15	V	21	V	11	V	6	V	66	V	0,8	V	93	V	24,8	V	76	V	1002	V	204	V	0	V
24/6/2011 0:00	1	V	0,1	V	1	V	4	V	12	V	19	V	8	V	5	V	78	V	0,8	V	67	V	24	V	68	V	1006	V	162	V	0	V
25/6/2011 0:00	 		0	V	1	V	5	V	9	V	15	V	6	V	7	V	73	V	0,6	V	69	V	23,5	V	67	V	1008	V	327	V	0	V
26/6/2011 0:00	 		0,1	V	1	V	6	V	10	V	17	V	7	V	8	V	79	V	0,5	V	134	V	24,1	V	66	V	1005	V	328	V	0	V
27/6/2011 0:00	 		0,1	V	2	V	8	V	11	V	18	V	8	V	10	V	85	V	0,5	V	82	V	24,2	V	67	V	1003	V	328	V	0	V
28/6/2011 0:00	0	V	0	V	2	V	10	V	13	V	20	V	10	V	13	V	67	V	0,6	V	161	V	24,8	V	72	V	1000	V	399	V	0	V
29/6/2011 0:00	 		 		 		 		 		 		 		 		 		 		 		 		 		 		 		0	V
30/6/2011 0:00	 		0,1	V	1	V	2	V	13	V	23	V	7	V	3	V	70	V	0,9	V	87	V	24,9	V	71	V	1003	V	236	V	0	V
1/7/2011 0:00	0	V	0,2	V	1	V	6	V	11	V	20	V	7	V	9	V	68	V	0,6	V	153	V	24,6	V	66	V	1003	V	289	V	0	V
2/7/2011 0:00	0	V	 		1	V	9	V	17	V	26	V	11	V	10	V	63	V	0,5	V	185	V	25,1	V	75	V	997	V	293	V	0	V
3/7/2011 0:00	 		 		 		 		 		 		 		 		 		 		 		 		 		 		 		0	V
4/7/2011 0:00	0	V	 		2	V	8	V	17	V	37	V	10	V	11	V	104	V	0,7	V	95	V	26,9	V	51	V	999	V	404	V	0	V
5/7/2011 0:00	0	V	 		2	V	11	V	17	V	34	V	11	V	13	V	81	V	0,6	V	144	V	25,4	V	57	V	1001	V	317	V	0	V
6/7/2011 0:00	0	V	 		2	V	15	V	17	V	44	V	11	V	17	V	93	V	0,7	V	153	V	28,4	V	50	V	996	V	319	V	0	V
7/7/2011 0:00	0	V	 		1	V	12	V	21	V	33	V	15	V	13	V	86	V	0,5	V	100	V	25,9	V	68	V	994	V	315	V	0	V
8/7/2011 0:00	0	V	0,1	V	1	V	9	V	17	V	30	V	12	V	11	V	86	V	0,8	V	126	V	27	V	63	V	998	V	317	V	0	V
9/7/2011 0:00	0	V	0	V	1	V	7	V	19	V	27	V	14	V	8	V	71	V	0,5	V	65	V	25,3	V	73	V	1000	V	232	V	0,5	V
10/7/2011 0:00	0	V	0	V	1	V	6	V	18	V	27	V	13	V	7	V	78	V	0,8	V	161	V	26,3	V	70	V	999	V	299	V	0	V
11/7/2011 0:00	0	V	0	V	1	V	5	V	19	V	31	V	14	V	7	V	67	V	0,6	V	96	V	26,7	V	71	V	998	V	289	V	0	V
12/7/2011 0:00	0	V	0,1	V	1	V	10	V	22	V	34	V	16	V	12	V	55	V	0,5	V	160	V	26,1	V	78	V	995	V	110	V	0	V
13/7/2011 0:00	2	V	0,1	V	1	V	9	V	11	V	31	V	7	V	11	V	79	V	0,9	V	324	V	26,5	V	55	V	998	V	308	V	0	V
14/7/2011 0:00	0	V	0,1	V	1	V	9	V	8	V	18	V	5	V	10	V	83	V	0,8	V	66	V	25,2	V	64	V	1002	V	277	V	0	V
15/7/2011 0:00	1	V	0	V	1	V	5	V	9	V	17	V	5	V	7	V	83	V	0,7	V	82	V	25,2	V	67	V	1004	V	284	V	0,2	V
16/7/2011 0:00	2	V	0	V	1	V	7	V	8	V	15	V	5	V	8	V	73	V	0,7	V	182	V	25,5	V	61	V	1000	V	310	V	0	V
17/7/2011 0:00	2	V	0,1	V	1	V	6	V	15	V	27	V	9	V	7	V	81	V	1	V	172	V	28,6	V	58	V	992	V	305	V	0	V
18/7/2011 0:00	1	V	0,1	V	1	V	3	V	12	V	22	V	6	V	4	V	69	V	0,9	V	98	V	25,8	V	62	V	995	V	271	V	0	V
19/7/2011 0:00	1	V	0,1	V	1	V	8	V	9	V	24	V	5	V	9	V	61	V	1,3	V	316	V	26,7	V	55	V	995	V	292	V	0	V
20/7/2011 0:00	2	V	0	V	1	V	6	V	6	V	16	V	2	V	7	V	74	V	0,7	V	96	V	24,7	V	56	V	1000	V	302	V	0	V
21/7/2011 0:00	1	V	0	V	2	V	6	V	6	V	16	V	3	V	8	V	72	V	0,8	V	69	V	24,6	V	66	V	996	V	301	V	0	V
22/7/2011 0:00	1	V	0	V	1	V	6	V	8	V	19	V	4	V	8	V	71	V	0,8	V	68	V	24,5	V	67	V	996	V	173	V	0	V
23/7/2011 0:00	2	V	0	V	1	V	4	V	10	V	20	V	5	V	5	V	68	V	0,7	V	140	V	25,3	V	69	V	999	V	268	V	0	V
24/7/2011 0:00	0	V	0	V	1	V	6	V	10	V	19	V	6	V	7	V	68	V	0,6	V	75	V	25	V	66	V	999	V	266	V	0	V
25/7/2011 0:00	0	V	0	V	2	V	7	V	14	V	23	V	10	V	10	V	60	V	0,7	V	170	V	24,6	V	68	V	998	V	290	V	0	V
26/7/2011 0:00	2	V	0	V	2	V	10	V	14	V	25	V	10	V	14	V	66	V	0,5	V	114	V	25,9	V	65	V	996	V	293	V	0	V
27/7/2011 0:00	1	V	0	V	2	V	9	V	10	V	22	V	6	V	11	V	65	V	1,5	V	67	V	26	V	62	V	998	V	284	V	0	V
28/7/2011 0:00	1	V	0	V	1	V	7	V	6	V	15	V	4	V	8	V	74	V	0,5	V	67	V	25,2	V	65	V	1003	V	175	V	0	V
29/7/2011 0:00	1	V	0	V	2	V	7	V	5	V	10	V	3	V	9	V	65	V	0,7	V	142	V	25	V	64	V	1001	V	288	V	0	V
30/7/2011 0:00	1	V	0	V	1	V	2	V	7	V	11	V	5	V	3	V	72	V	0,5	V	148	V	25,7	V	72	V	1000	V	232	V	0	V
31/7/2011 0:00	1	V	0	V	1	V	4	V	11	V	17	V	8	V	5	V	76	V	0,5	V	115	V	25,6	V	71	V	998	V	267	V	0	V
1/8/2011 0:00	1	V	0	V	1	V	3	V	9	V	15	V	7	V	4	V	90	V	0,9	V	78	V	26	V	69	V	996	V	271	V	0	V
2/8/2011 0:00	1	V	0	V	1	V	8	V	13	V	34	V	7	V	9	V	87	V	0,7	V	178	V	26,4	V	62	V	998	V	246	V	0	V
3/8/2011 0:00	1	V	0	V	2	V	9	V	17	V	30	V	11	V	11	V	73	V	0,5	V	90	V	26,4	V	73	V	1001	V	261	V	0	V
4/8/2011 0:00	1	V	0	V	2	V	8	V	19	V	30	V	14	V	12	V	68	V	0,5	V	154	V	26,2	V	73	V	1002	V	273	V	0	V
5/8/2011 0:00	0	V	0	V	1	V	8	V	19	V	29	V	13	V	9	V	62	V	0,6	V	198	V	26,1	V	72	V	998	V	246	V	0	V
6/8/2011 0:00	0	V	0,1	V	1	V	11	V	18	V	33	V	12	V	13	V	71	V	0,6	V	98	V	27,6	V	67	V	994	V	279	V	0	V
7/8/2011 0:00	0	V	0,1	V	1	V	14	V	11	V	24	V	7	V	15	V	63	V	0,4	V	117	V	29	V	57	V	994	V	286	V	0	V
8/8/2011 0:00	1	V	0	V	2	V	11	V	13	V	26	V	8	V	13	V	63	V	1,2	V	78	V	27,2	V	64	V	999	V	270	V	0	V
9/8/2011 0:00	1	V	0	V	1	V	4	V	11	V	23	V	4	V	5	V	71	V	1	V	98	V	26	V	65	V	1006	V	229	V	0,1	V
10/8/2011 0:00	2	V	0	V	1	V	3	V	11	V	25	V	5	V	4	V	76	V	0,7	V	99	V	25	V	64	V	1006	V	141	V	0	V
11/8/2011 0:00	2	V	0	V	2	V	7	V	9	V	18	V	5	V	9	V	64	V	0,5	V	68	V	24	V	68	V	1003	V	279	V	0	V
12/8/2011 0:00	1	V	0	V	2	V	9	V	6	V	13	V	4	V	11	V	72	V	0,6	V	57	V	24,8	V	63	V	1000	V	266	V	0	V
13/8/2011 0:00	1	V	0	V	1	V	7	V	8	V	15	V	5	V	8	V	74	V	0,7	V	147	V	26,1	V	64	V	995	V	273	V	0	V
14/8/2011 0:00	0	V	0,1	V	1	V	10	V	15	V	26	V	10	V	12	V	66	V	0,5	V	138	V	26,7	V	63	V	996	V	268	V	0	V
15/8/2011 0:00	0	V	0	V	1	V	7	V	16	V	24	V	12	V	8	V	71	V	0,4	V	105	V	26,9	V	70	V	998	V	268	V	0	V
16/8/2011 0:00	1	V	0	V	2	V	12	V	9	V	18	V	6	V	14	V	70	V	0,5	V	69	V	26,9	V	58	V	1001	V	274	V	0	V
17/8/2011 0:00	1	V	0,1	V	2	V	12	V	10	V	24	V	6	V	14	V	66	V	0,6	V	57	V	26,3	V	57	V	998	V	268	V	0	V
18/8/2011 0:00	2	V	0,1	V	1	V	12	V	10	V	25	V	6	V	14	V	74	V	1,1	V	55	V	28,6	V	46	V	996	V	234	V	0	V
19/8/2011 0:00	2	V	0,1	V	1	V	12	V	14	V	33	V	9	V	14	V	73	V	0,8	V	46	V	27,5	V	54	V	1001	V	261	V	0	V
20/8/2011 0:00	1	V	0,1	V	1	V	9	V	11	V	21	V	8	V	10	V	78	V	0,8	V	43	V	27,5	V	51	V	1003	V	267	V	0	V
21/8/2011 0:00	2	V	 		1	V	8	V	11	V	20	V	9	V	9	V	83	V	1	V	41	V	28,4	V	31	V	1001	V	268	V	0	V
22/8/2011 0:00	1	V	 		1	V	11	V	15	V	28	V	12	V	13	V	75	V	0,6	V	156	V	26,3	V	53	V	998	V	242	V	0	V
23/8/2011 0:00	0	V	 		2	V	9	V	19	V	27	V	15	V	11	V	61	V	0,4	V	143	V	26,3	V	74	V	998	V	239	V	0	V
24/8/2011 0:00	1	V	0	V	2	V	13	V	21	V	33	V	15	V	15	V	69	V	0,4	V	115	V	26,6	V	71	V	998	V	259	V	0	V
25/8/2011 0:00	1	V	0	V	1	V	12	V	17	V	29	V	11	V	13	V	65	V	0,4	V	96	V	26,5	V	70	V	996	V	261	V	0	V
26/8/2011 0:00	2	V	0	V	1	V	10	V	9	V	38	V	4	V	11	V	68	V	1,1	V	316	V	29,7	V	37	V	994	V	266	V	0	V
27/8/2011 0:00	1	V	0,1	V	0	V	4	V	10	V	23	V	4	V	5	V	79	V	1,1	V	74	V	26,5	V	56	V	1003	V	249	V	0	V
28/8/2011 0:00	1	V	0,1	V	1	V	3	V	9	V	21	V	4	V	3	V	74	V	0,5	V	78	V	25,3	V	66	V	1003	V	181	V	0	V
29/8/2011 0:00	1	V	0,1	V	2	V	10	V	9	V	26	V	4	V	13	V	64	V	0,9	V	265	V	26	V	58	V	999	V	193	V	0,3	V
30/8/2011 0:00	1	V	0,1	V	1	V	10	V	15	V	24	V	9	V	11	V	64	V	0,5	V	109	V	26,2	V	71	V	996	V	188	V	0	V
31/8/2011 0:00	1	V	0,1	V	3	V	12	V	18	V	29	V	11	V	16	V	62	V	0,4	V	73	V	25,9	V	73	V	994	V	235	V	0	V
1/9/2011 0:00	0	V	0	V	1	V	8	V	14	V	23	V	8	V	10	V	62	V	0,6	V	79	V	25,8	V	73	V	994	V	224	V	0	V
2/9/2011 0:00	1	V	0,1	V	3	V	15	V	9	V	21	V	5	V	20	V	38	V	0,7	V	307	V	22,9	V	73	V	997	V	62	V	4,3	V
3/9/2011 0:00	1	V	0,1	V	2	V	10	V	4	V	7	V	3	V	13	V	55	V	1,1	V	289	V	22,5	V	62	V	996	V	217	V	0,4	V
4/9/2011 0:00	1	V	0,1	V	1	V	9	V	5	V	9	V	4	V	11	V	74	V	1,2	V	258	V	26,5	V	46	V	998	V	257	V	0	V
5/9/2011 0:00	1	V	0,1	V	2	V	11	V	8	V	23	V	5	V	14	V	66	V	0,8	V	32	V	25,4	V	61	V	1003	V	253	V	0	V
6/9/2011 0:00	1	V	0,1	V	1	V	10	V	9	V	15	V	7	V	12	V	59	V	0,6	V	207	V	24,7	V	70	V	1008	V	249	V	0	V
7/9/2011 0:00	2	V	0,1	V	3	V	14	V	9	V	16	V	7	V	18	V	51	V	0,6	V	197	V	24,5	V	70	V	1006	V	245	V	0	V
8/9/2011 0:00	2	V	0,1	V	3	V	17	V	8	V	17	V	6	V	21	V	54	V	0,6	V	233	V	24,6	V	63	V	1001	V	249	V	0	V
9/9/2011 0:00	2	V	0,1	V	2	V	18	V	6	V	16	V	4	V	21	V	63	V	0,6	V	267	V	25,4	V	51	V	998	V	252	V	0	V
10/9/2011 0:00	2	V	0,2	V	1	V	15	V	7	V	15	V	5	V	17	V	69	V	0,7	V	54	V	24,8	V	54	V	998	V	248	V	0	V
11/9/2011 0:00	1	V	0,2	V	1	V	10	V	10	V	18	V	8	V	11	V	78	V	0,6	V	50	V	25	V	57	V	1000	V	244	V	0	V
12/9/2011 0:00	1	V	0,1	V	1	V	9	V	16	V	24	V	12	V	11	V	72	V	0,6	V	59	V	25,4	V	75	V	1002	V	231	V	0	V
13/9/2011 0:00	2	V	0	V	1	V	8	V	10	V	17	V	7	V	10	V	63	V	0,6	V	46	V	24,6	V	71	V	1000	V	239	V	0	V
14/9/2011 0:00	1	V	0,1	V	2	V	10	V	15	V	27	V	12	V	12	V	63	V	1	V	39	V	25,1	V	60	V	999	V	240	V	0	V
15/9/2011 0:00	0	V	0,1	V	1	V	10	V	26	V	37	V	24	V	11	V	70	V	0,7	V	31	V	24,7	V	65	V	1000	V	233	V	0	V
16/9/2011 0:00	2	V	0,1	V	1	V	9	V	26	V	32	V	24	V	11	V	64	V	0,6	V	50	V	24,2	V	67	V	1000	V	228	V	0	V
17/9/2011 0:00	1	V	0	V	1	V	7	V	32	V	38	V	30	V	9	V	58	V	0,6	V	241	V	24,6	V	72	V	999	V	218	V	0	V
18/9/2011 0:00	1	V	0,1	V	1	V	5	V	16	V	29	V	13	V	7	V	78	V	1,4	V	360	V	26,7	V	53	V	995	V	223	V	0	V
19/9/2011 0:00	1	V	0,1	V	1	V	8	V	5	V	16	V	2	V	9	V	68	V	0,6	V	73	V	23,1	V	52	V	1003	V	232	V	0	V
20/9/2011 0:00	3	V	0,1	V	2	V	8	V	4	V	13	V	2	V	10	V	65	V	0,7	V	49	V	22	V	62	V	1004	V	229	V	0	V
21/9/2011 0:00	1	V	0,1	V	1	V	6	V	6	V	14	V	3	V	8	V	66	V	0,7	V	99	V	23,1	V	67	V	1003	V	212	V	0	V
22/9/2011 0:00	1	V	0	V	2	V	12	V	6	V	13	V	4	V	15	V	58	V	0,6	V	247	V	23,2	V	69	V	1002	V	196	V	0	V
23/9/2011 0:00	1	V	0,1	V	2	V	7	V	11	V	17	V	9	V	10	V	59	V	0,8	V	248	V	22,5	V	73	V	1000	V	180	V	0,9	V
24/9/2011 0:00	1	V	0,1	V	1	V	7	V	13	V	17	V	11	V	9	V	70	V	0,8	V	72	V	23,2	V	71	V	998	V	178	V	3,1	V
25/9/2011 0:00	1	V	0,1	V	1	V	6	V	10	V	13	V	9	V	7	V	76	V	0,7	V	59	V	23	V	70	V	1003	V	203	V	0	V
26/9/2011 0:00	0	V	0,3	V	1	V	7	V	8	V	11	V	7	V	8	V	71	V	0,9	V	49	V	23	V	71	V	1006	V	182	V	0	V
27/9/2011 0:00	0	V	0,1	V	1	V	8	V	10	V	16	V	9	V	10	V	77	V	1	V	43	V	22,8	V	67	V	1008	V	211	V	0	V
28/9/2011 0:00	1	V	0,1	V	1	V	10	V	12	V	20	V	10	V	11	V	90	V	1,1	V	34	V	22,9	V	59	V	1006	V	201	V	0	V
29/9/2011 0:00	2	V	0,1	V	1	V	14	V	18	V	25	V	16	V	16	V	79	V	1	V	28	V	23,1	V	60	V	1006	V	173	V	0	V
30/9/2011 0:00	1	V	0,1	V	2	V	11	V	24	V	35	V	21	V	14	V	90	V	1	V	41	V	23,2	V	59	V	1005	V	171	V	0	V
1/10/2011 0:00	1	V	0,1	V	1	V	9	V	23	V	30	V	21	V	11	V	91	V	1,1	V	38	V	23	V	57	V	1006	V	190	V	0	V
2/10/2011 0:00	1	V	0,2	V	1	V	6	V	22	V	27	V	20	V	7	V	85	V	0,9	V	27	V	22,6	V	67	V	1007	V	186	V	0	V
3/10/2011 0:00	0	V	0,2	V	2	V	10	V	24	V	33	V	22	V	13	V	70	V	0,7	V	252	V	22,1	V	73	V	1008	V	187	V	0	V
4/10/2011 0:00	2	V	0,1	V	1	V	13	V	22	V	29	V	20	V	15	V	63	V	0,7	V	328	V	21,2	V	71	V	1008	V	197	V	0	V
5/10/2011 0:00	2	V	0,1	V	2	V	22	V	13	V	26	V	11	V	25	V	75	V	0,8	V	357	V	22	V	49	V	1006	V	200	V	0	V
6/10/2011 0:00	6	V	0,3	V	3	V	22	V	17	V	35	V	13	V	27	V	80	V	0,9	V	276	V	22,1	V	51	V	1004	V	193	V	0	V
7/10/2011 0:00	2	V	0,3	V	5	V	16	V	13	V	25	V	10	V	24	V	72	V	0,8	V	51	V	21,6	V	63	V	1002	V	148	V	0	V
8/10/2011 0:00	3	V	0,1	V	1	V	6	V	5	V	11	V	3	V	7	V	70	V	1	V	44	V	20,4	V	50	V	1005	V	180	V	0	V
9/10/2011 0:00	2	V	0,2	V	1	V	9	V	8	V	13	V	5	V	10	V	60	V	0,8	V	336	V	19,3	V	65	V	1007	V	190	V	0	V
10/10/2011 0:00	1	V	0,2	V	4	V	15	V	7	V	15	V	5	V	20	V	57	V	0,8	V	285	V	20,3	V	65	V	1010	V	188	V	0	V
11/10/2011 0:00	2	V	0,2	V	8	V	28	V	9	V	32	V	5	V	40	V	43	V	0,7	V	296	V	22,4	V	54	V	1007	V	189	V	0	V
12/10/2011 0:00	3	V	0,1	V	1	V	16	V	6	V	22	V	3	V	18	V	53	V	0,7	V	357	V	22,3	V	53	V	1005	V	185	V	0	V
13/10/2011 0:00	3	V	0,2	V	7	V	30	V	8	V	28	V	4	V	41	V	46	V	0,7	V	335	V	22,4	V	50	V	1003	V	186	V	0	V
14/10/2011 0:00	1	V	0,2	V	1	V	13	V	7	V	14	V	4	V	15	V	61	V	0,8	V	79	V	21,5	V	67	V	1003	V	163	V	0,1	V
15/10/2011 0:00	1	V	0,1	V	1	V	10	V	10	V	14	V	8	V	12	V	66	V	0,7	V	42	V	21,2	V	71	V	1006	V	160	V	0,9	V
16/10/2011 0:00	2	V	0,1	V	1	V	10	V	10	V	16	V	8	V	12	V	63	V	0,6	V	39	V	20	V	70	V	1007	V	129	V	0	V
17/10/2011 0:00	1	V	0,1	V	3	V	14	V	8	V	13	V	6	V	18	V	67	V	0,6	V	50	V	19,9	V	63	V	1007	V	162	V	0	V
18/10/2011 0:00	1	V	0,1	V	2	V	14	V	8	V	13	V	6	V	16	V	66	V	0,8	V	23	V	18,9	V	63	V	1005	V	153	V	0	V
19/10/2011 0:00	1	V	0,2	V	2	V	18	V	11	V	19	V	8	V	20	V	61	V	0,9	V	317	V	19,3	V	65	V	1003	V	148	V	0	V
20/10/2011 0:00	1	V	0,2	V	1	V	10	V	8	V	15	V	5	V	12	V	72	V	0,9	V	50	V	20,2	V	57	V	1004	V	161	V	3,7	V
21/10/2011 0:00	0	V	0,1	V	1	V	12	V	6	V	8	V	4	V	14	V	64	V	0,7	V	44	V	18,5	V	77	V	1003	V	69	V	1,5	V
22/10/2011 0:00	2	V	0	V	1	V	9	V	5	V	9	V	4	V	10	V	69	V	0,6	V	43	V	19,6	V	72	V	1001	V	137	V	1,7	V
23/10/2011 0:00	1	V	0,1	V	1	V	7	V	6	V	10	V	3	V	8	V	70	V	0,5	V	52	V	20,2	V	74	V	997	V	144	V	0	V
24/10/2011 0:00	1	V	0,1	V	4	V	22	V	15	V	19	V	12	V	28	V	38	V	0,7	V	287	V	18,6	V	80	V	988	V	59	V	0,2	V
25/10/2011 0:00	2	V	0	V	2	V	13	V	4	V	11	V	2	V	14	V	64	V	1,3	V	294	V	18,8	V	46	V	993	V	165	V	0	V
26/10/2011 0:00	2	V	0,2	V	4	V	16	V	6	V	12	V	3	V	21	V	55	V	0,8	V	345	V	17,7	V	62	V	997	V	144	V	0	V
27/10/2011 0:00	0	V	0,1	V	7	V	24	V	10	V	13	V	9	V	35	V	35	V	0,6	V	310	V	17,1	V	80	V	993	V	43	V	0,9	V
28/10/2011 0:00	1	V	0	V	3	V	16	V	7	V	9	V	6	V	20	V	44	V	0,9	V	11	V	18	V	69	V	999	V	112	V	0,1	V
29/10/2011 0:00	0	V	0,1	V	1	V	8	V	2	V	2	V	1	V	9	V	54	V	1,4	V	7	V	19,2	V	74	V	1002	V	49	V	5,2	V
30/10/2011 0:00	0	V	0,2	V	1	V	11	V	9	V	13	V	7	V	12	V	57	V	0,7	V	32	V	20,6	V	67	V	1004	V	142	V	0	V
31/10/2011 0:00	1	V	0,1	V	4	V	16	V	13	V	18	V	11	V	22	V	45	V	0,7	V	296	V	18,5	V	75	V	1002	V	140	V	0	V
1/11/2011 0:00	1	V	0	V	1	V	7	V	17	V	20	V	15	V	9	V	52	V	0,7	V	261	V	18,9	V	80	V	1001	V	138	V	0	V
2/11/2011 0:00	1	V	0,1	V	9	V	22	V	15	V	20	V	13	V	35	V	37	V	0,4	V	9	V	18,7	V	79	V	997	V	84	V	0	V
3/11/2011 0:00	2	V	0,1	V	9	V	25	V	11	V	18	V	9	V	39	V	33	V	0,8	V	306	V	19,4	V	76	V	989	V	69	V	1,1	V
4/11/2011 0:00	1	V	0,1	V	2	V	19	V	3	V	5	V	2	V	22	V	56	V	1	V	246	V	16,3	V	82	V	983	V	34	V	3,8	V
5/11/2011 0:00	1	V	0,1	V	4	V	16	V	3	V	17	V	1	V	21	V	55	V	2,4	V	288	V	14,9	V	57	V	987	V	57	V	0	V
6/11/2011 0:00	1	V	0,2	V	12	V	26	V	4	V	23	V	1	V	44	V	40	V	3,1	V	302	V	16,1	V	51	V	994	V	94	V	0	V
7/11/2011 0:00	2	V	0,2	V	3	V	14	V	3	V	9	V	2	V	19	V	38	V	0,9	V	328	V	16,4	V	63	V	997	V	75	V	0	V
8/11/2011 0:00	1	V	0,1	V	3	V	16	V	5	V	17	V	3	V	22	V	47	V	1,1	V	301	V	18,3	V	54	V	999	V	133	V	0	V
9/11/2011 0:00	2	V	0,1	V	5	V	21	V	10	V	24	V	7	V	28	V	46	V	0,8	V	279	V	17,2	V	62	V	1002	V	140	V	0	V
10/11/2011 0:00	1	V	0,2	V	6	V	23	V	14	V	19	V	12	V	32	V	37	V	0,7	V	283	V	15,6	V	75	V	1002	V	136	V	0	V
11/11/2011 0:00	1	V	0,1	V	6	V	24	V	18	V	24	V	16	V	33	V	44	V	0,7	V	316	V	16	V	76	V	1003	V	133	V	0	V
12/11/2011 0:00	1	V	0	V	2	V	14	V	10	V	13	V	9	V	16	V	63	V	1,2	V	38	V	17,4	V	70	V	1006	V	124	V	0	V
13/11/2011 0:00	1	V	0,1	V	1	V	5	V	6	V	8	V	4	V	6	V	83	V	1,7	V	59	V	19,1	V	74	V	1006	V	88	V	0	V
14/11/2011 0:00	0	V	0	V	1	V	10	V	12	V	15	V	9	V	11	V	75	V	1,2	V	48	V	18,1	V	78	V	1000	V	48	V	0	V
15/11/2011 0:00	2	V	0	V	2	V	14	V	5	V	13	V	3	V	17	V	58	V	1,2	V	305	V	17,6	V	56	V	997	V	120	V	0,2	V
16/11/2011 0:00	1	V	0,2	V	2	V	18	V	4	V	8	V	2	V	21	V	56	V	1,2	V	330	V	17	V	51	V	1002	V	133	V	0	V
17/11/2011 0:00	1	V	0,3	V	3	V	19	V	7	V	11	V	5	V	23	V	51	V	1	V	13	V	15,6	V	65	V	1005	V	119	V	0	V
18/11/2011 0:00	1	V	0,2	V	2	V	25	V	7	V	9	V	6	V	27	V	53	V	0,8	V	37	V	15,8	V	73	V	1003	V	49	V	0	V
19/11/2011 0:00	1	V	0,1	V	1	V	13	V	6	V	7	V	5	V	14	V	58	V	0,6	V	37	V	16,1	V	76	V	997	V	69	V	0	V
20/11/2011 0:00	0	V	0,1	V	1	V	9	V	6	V	8	V	4	V	10	V	64	V	1,1	V	53	V	17,8	V	73	V	995	V	82	V	0,1	V
21/11/2011 0:00	 		 		 		 		 		 		 		 		 		 		 		 		 		 		 		0	V
22/11/2011 0:00	 		 		 		 		 		 		 		 		 		 		 		 		 		 		 		2,5	V
23/11/2011 0:00	 		 		 		 		 		 		 		 		 		 		 		 		 		 		 		8,9	V
24/11/2011 0:00	 		 		 		 		 		 		 		 		 		 		 		 		 		 		 		0	V
25/11/2011 0:00	1	V	0,1	V	3	V	20	V	10	V	15	V	8	V	25	V	44	V	0,7	V	1	V	14,7	V	71	V	1011	V	115	V	0	V
26/11/2011 0:00	1	V	0,3	V	1	V	14	V	11	V	14	V	9	V	16	V	47	V	0,8	V	1	V	13,2	V	73	V	1012	V	122	V	0	V
27/11/2011 0:00	0	V	0,2	V	1	V	8	V	9	V	10	V	8	V	9	V	57	V	1,2	V	2	V	13,5	V	70	V	1008	V	70	V	0	V
28/11/2011 0:00	1	V	0,2	V	3	V	21	V	5	V	6	V	5	V	24	V	49	V	1,5	V	359	V	15,1	V	75	V	1005	V	43	V	1,1	V
29/11/2011 0:00	2	V	0,2	V	8	V	24	V	12	V	18	V	10	V	36	V	34	V	0,6	V	336	V	15,1	V	79	V	1007	V	93	V	0	V
30/11/2011 0:00	1	V	0,2	V	9	V	25	V	18	V	23	V	16	V	39	V	31	V	0,6	V	12	V	13,8	V	87	V	1011	V	104	V	0	V
1/12/2011 0:00	1	V	0,2	V	5	V	22	V	19	V	25	V	16	V	28	V	34	V	0,9	V	295	V	13,6	V	82	V	1010	V	112	V	0	V
2/12/2011 0:00	0	V	0,2	V	6	V	23	V	14	V	19	V	12	V	33	V	32	V	0,7	V	320	V	12,7	V	83	V	1002	V	76	V	4,8	V
3/12/2011 0:00	1	V	0,3	V	2	V	11	V	6	V	7	V	4	V	14	V	51	V	1,1	V	23	V	14,6	V	78	V	1006	V	74	V	0,2	V
4/12/2011 0:00	2	V	0,3	V	1	V	10	V	10	V	12	V	9	V	11	V	44	V	1	V	274	V	14,3	V	71	V	1006	V	97	V	0	V
5/12/2011 0:00	2	V	0,2	V	4	V	17	V	4	V	14	V	3	V	23	V	48	V	1,3	V	298	V	16,3	V	54	V	1004	V	116	V	0	V
6/12/2011 0:00	2	V	0,1	V	2	V	11	V	4	V	13	V	3	V	14	V	51	V	1,2	V	306	V	16,8	V	55	V	1007	V	116	V	0	V
7/12/2011 0:00	2	V	0,1	V	8	V	24	V	9	V	14	V	8	V	36	V	32	V	0,7	V	332	V	13,7	V	71	V	1012	V	115	V	0	V
8/12/2011 0:00	3	V	0,3	V	3	V	18	V	14	V	17	V	13	V	22	V	38	V	0,7	V	357	V	12,4	V	79	V	1011	V	111	V	0	V
9/12/2011 0:00	2	V	0,2	V	6	V	21	V	24	V	29	V	23	V	30	V	25	V	0,8	V	293	V	11,3	V	83	V	1007	V	83	V	0	V
10/12/2011 0:00	1	V	0,2	V	5	V	20	V	16	V	22	V	15	V	27	V	33	V	0,5	V	321	V	13,1	V	66	V	1002	V	71	V	0	V
11/12/2011 0:00	1	V	0,2	V	3	V	11	V	8	V	13	V	7	V	16	V	48	V	1,2	V	304	V	13,6	V	61	V	1002	V	93	V	0	V
