Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 03014009-Alacant - Rabassa
	
FECHA	HORA	PM2.5	PM1	SO2	CO	NO	NO2	PM10	NOx	O3	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.
16/03/2016	23	4	4	4	0.1	2	11	5	12	84	0.6	48	13	62	1000	0	0
17/03/2016	00	4	4	4	0.2	2	12	6	14	76	0.4	20	11.9	59	1000	0	0
17/03/2016	01	5	4	4	0.1	2	9	7	10	63	0.6	338	10.3	65	1000	0	0
17/03/2016	02	4	4	4	0.1	2	8	5	10	59	0.8	331	9.3	69	1000	0	0
17/03/2016	03	4	3	4	0.1	2	6	4	9	59	0.7	332	9.5	70	1000	0	0
17/03/2016	04	5	4	4	0.1	2	7	6	10	55	0.7	331	9.8	69	1000	0	0
17/03/2016	05	4	4	4	0.1	2	9	6	10	52	0.8	335	9.1	70	1000	0	0
17/03/2016	06	5	5	4	0.1	2	17	8	20	36	0.8	338	8.1	73	1000	0	0
17/03/2016	07	6	5	4	0.1	3	27	11	31	26	0.9	336	8.2	73	1000	41	0
17/03/2016	08	6	6	5	0.1	8	32	6	44	26	0.4	345	11.2	66	1001	238	0
17/03/2016	09	6	6	4	0.1	4	18	6	24	62	0.2	21	15.3	58	1001	446	0
17/03/2016	10	4	4	3	0.2	2	7	6	9	81	0.7	120	15.3	62	1002	658	0
17/03/2016	13																0
17/03/2016	14	7	6	3	0.1	2	4	9	7	92	1.2	125	15.4	64	1001	791	0
17/03/2016	15	7	6	3	0.1	2	5	8	7	95	1.2	128	14.7	66	1000	483	0
17/03/2016	16	7	5	3	0.1	2	6	8	8	93	1	117	14.6	65	1000	379	0
17/03/2016	17	6	4	3	0.1	2	5	7	7	94	0.8	137	14.1	69	1000	186	0
17/03/2016	18	6	4	3	0.1	2	6	10	8	94	0.5	131	13.6	71	1000	38	0
17/03/2016	19	6	4	3	0.1	2	6	10	8	92	0.2	134	13.1	73	1001	0	0
17/03/2016	20	7	5	3	0.1	2	13	9	16	80	0.1	56	13	75	1001	0	0
17/03/2016	21	12	10	3	0.1	2	25	14	27	57	0.2	28	12.5	77	1001	0	0
17/03/2016	22	11	10	3	0.1	2	17	12	19	60	0.3	21	11.8	80	1001	0	0
17/03/2016	23	10	9	3	0.1	2	21	11	22	50	0.2	20	11.3	82	1001	0	0
18/03/2016	00	13	12	3	0.1	2	23	14	25	28	0.2	5	10.9	82	1001	0	0
18/03/2016	01	10	9	3	0.1	2	16	10	19	44	0.3	17	11.5	81	1001	0	0
18/03/2016	02	9	8	3	0.1	2	7	9	9	64	0.3	16	11.9	79	1001	0	0
18/03/2016	03	8	7	3	0.1	2	6	8	8	72	0.3	19	12.2	77	1000	0	0
18/03/2016	04	9	8	3	0.1	2	8	12	10	56	0.1	354	12.1	77	1000	0	0
18/03/2016	05	10	9	3	0.1	2	13	11	15	47	0.2	353	12.2	77	1000	0	0
18/03/2016	06	11	10	3	0.1	2	27	13	30	36	0.1	10	12.5	76	1000	0	0
18/03/2016	07	13	12	3	0.1	2	25	14	28	50	0.2	16	12.7	74	1000	15	0
18/03/2016	08	13	12	3	0.1	2	30	15	32	47	0.1	17	13.4	71	1000	94	0
18/03/2016	09	14	13	3	0.1	2	17	16	20	78	0.1	34	14.6	67	1000	201	0
18/03/2016	10	13	12	3	0.2	2	15	15	18	84	0.2	108	16.4	62	1000	500	0
18/03/2016	11	10	10	3	0.2	2	10	12	12	92	0.8	141	16.4	62	1000	740	0
18/03/2016	12	8	7	3	0.3	2	5	9	7	93	1	135	15.9	67	1000	596	0
18/03/2016	13	8	7	3	0.2	2	5	11	7	92	1.1	137	16.1	69	999	656	0
18/03/2016	14	8	7	3	0.2	2	5	8	8	94	1	146	15.5	72	998	302	0
18/03/2016	15	7	6	3	0.1	2	4	7	7	93	1.1	137	15.1	76	998	309	0
18/03/2016	16	7	6	3	0.2	2	4	8	7	91	0.5	141	15	77	998	188	0
18/03/2016	17	8	7	3	0.2	2	8	10	11	88	0.6	131	14.8	79	998	89	0
18/03/2016	18	7	6	3	0.1	2	8	10	9	86	0.6	138	14.5	82	998	7	0
18/03/2016	19	6	6	3	0.1	2	6	8	7	88	0.3	158	14.4	82	998	0	0
18/03/2016	20	8	6	3	0.1	2	8	13	10	85	0.2	166	14.3	82	998	0	0
18/03/2016	21	8	6	3	0.2	2	7	13	8	80	0.1	95	14.1	83	999	0	0
18/03/2016	22	7	6	3	0.2	2	7	8	9	82	0.2	74	14	84	999	0	0
18/03/2016	23	10	9	3	0.2	2	16	10	18	67	0.1	40	13.4	86	999	0	0
19/03/2016	00	17	15	3	0.4	2	35	18	37	32	0.1	17	12.5	89	998	0	0
19/03/2016	01	19	18	3	0.4	2	28	22	30	22	0.1	357	11.9	90	998	0	0
19/03/2016	02	19	18	3	0.4	2	16	20	17	32	0.2	341	12.2	90	998	0	0
19/03/2016	03	16	15	3	0.3	2	14	17	16	32	0.2	350	12.5	89	997	0	0
19/03/2016	04	14	13	3	0.2	2	12	14	14	46	0.1	24	13.1	87	996	0	0
19/03/2016	05	11	10	3	0.2	2	9	12	12	61	0.2	27	13.3	83	996	0	0
19/03/2016	06	12	11	3	0.2	2	7	12	9	60	0.1	42	13.3	82	996	0	0
19/03/2016	07	12	11	3	0.2	2	19	13	20	37	0.1	15	13.2	83	996	3	0
19/03/2016	08	12	11	3	0.3	2	16	13	18	57	0.2	53	13.9	81	996	32	0
19/03/2016	09	8	7	3	0.2	2	7	9	8	90	0.9	138	14.7	86	996	162	0
19/03/2016	10	7	6	3	0.1	2	4	8	6	100	1	139	15	85	997	159	0
19/03/2016	11	10	9	3	0.1	2	7	10	8	97	0.8	153	14.6	86	996	64	0
19/03/2016	12	12	11	3	0.1	2	7	13	9	95	0.7	167	15.5	83	996	418	0
19/03/2016	13	14	13	3	0.1	2	5	16	7	97	0.7	135	15.8	80	996	294	0
19/03/2016	14	16	15	3	0.1	2	5	18	7	97	0.8	126	16.1	79	995	379	0
19/03/2016	15	16	15	3	0.1	2	5	17	7	103	0.6	147	15.2	82	995	124	0
19/03/2016	16	15	14	3	0.1	2	5	15	6	105	0.6	133	15.3	84	995	186	0
19/03/2016	17	16	15	3	0.1	2	5	18	7	107	0.3	132	15.3	85	995	60	0
19/03/2016	18	23	22	3	0.1	2	8	24	10	94	0.2	119	14.6	91	995	10	0.3
19/03/2016	19	27	27	3	0.1	2	11	28	14	79	0.1	71	14.3	95	995	0	0.1
19/03/2016	20	30	30	3	0.1	2	18	31	20	67	0.1	43	14.2		995	0	0
19/03/2016	21	32	31	3	0.2	2	15	32	17	71	0.1	32	14		996	0	0
19/03/2016	22	36	36	3	0.3	2	23	37	24	60	0.1	55	13.7		996	0	0
19/03/2016	23	39	38	3	0.4	2	23	40	24	34	0.2	342	12.4		996	0	0
20/03/2016	00	34	33	3	0.3	2	14	34	15	39	0.1	7	12.2		996	0	0
20/03/2016	01	24	24	3	0.3	2	14	25	15	53	0.1	61	13	90	995	0	0
20/03/2016	02	21	20	3	0.4	2	15	25	17	40	0.1	290	12.8	88	995	0	0
20/03/2016	03	16	14	3	0.3	2	8	20	10	38	0.1	326	12.7	88	995	0	0
20/03/2016	04	14	12	3	0.2	2	10	17	12	36	0.1	337	12.8	87	995	0	0
20/03/2016	05	11	11	3	0.3	2	9	12	11	34	0.1	338	12	87	994	0	0
20/03/2016	06	11	10	3	0.4	2	7	11	9	34	0.1	341	10.4	89	995	0	0
20/03/2016	07	7	7	3	0.3	2	16	8	19	26	0.1	4	10.3	88	995	13	0
20/03/2016	08	9	8	3	0.3	2	16	11	20	28	0.1	344	10.1	87	996	53	0
20/03/2016	09	10	8	3	0.3	4	17	12	23	40	0.1	27	13.7	79	996	320	0
20/03/2016	10	12	12	3	0.2	2	12	13	14	81	0.1	135	17.3	67	996	660	0
20/03/2016	11	15	14	3	0.1	2	8	16	10	88	0.7	144	17.3	70	996	786	0
20/03/2016	12	9	9	3	0.1	2	4	9	6	91	1.1	126	17.1	68	996	858	0
20/03/2016	13	5	5	3	0.1	2	5	5	7	88	0.9	116	17.7	62	995	858	0
20/03/2016	14	4	4	3	0.1	2	5	4	7	89	1	110	18	57	995	797	0
20/03/2016	15	3	3	3	0.2	2	5	3	6	90	1.1	112	17.8	59	994	675	0
20/03/2016	16	7	6	3	0.1	2	5	8	7	84	1	120	17.2	71	994	490	0
20/03/2016	17	8	7	3	0.1	2	4	8	7	79	0.8	93	16.4	77	994	182	0
20/03/2016	18	7	6	3	0.1	2	5	8	7	79	0.7	86	15.3	84	994	15	0
20/03/2016	19	7	7	3	0.1	2	5	8	8	79	0.6	76	14.9	86	995	0	0
20/03/2016	20	9	8	3	0.1	3	5	9	8	77	0.4	57	14.8	87	995	0	0
20/03/2016	21	7	7	3	0.1	2	7	8	9	72	0.5	41	14.5	87	995	0	0
20/03/2016	22	9	8	3	0.1	2	10	9	11	63	0.2	28	14	86	995	0	0
20/03/2016	23	13	12	3	0.1	2	12	14	14	44	0.2	2	13.2	88	995	0	0
21/03/2016	00	14	13	3	0.1	2	14	14	16	44	0.2	41	13.2	87	995	0	0
21/03/2016	01	12	12	3	0.1	2	11	13	12	54	0.4	57	12.8	82	994	0	0
21/03/2016	02	12	11	3	0.1	2	5	12	7	61	0.4	47	12.5	84	994	0	0
21/03/2016	03	12	11	3	0.1	2	9	13	11	57	0.2	24	12.1	87	994	0	0
21/03/2016	04	15	15	3	0.1	2	5	16	7	34	0.8	331	9.4	90	993	0	0
21/03/2016	05	17	16	3	0.1	2	8	17	10	38	0.8	332	9.8	89	993	0	0
21/03/2016	06	15	14	3	0.1	2	11	15	13	36	0.5	340	10.7	87	994	0	0
21/03/2016	07	13	12	3	0.1	4	33	14	39	11	0.3	348	11.4	85	994	4	0
21/03/2016	08	18	13	4	0.3	22	45	25	79	4	0.2	349	12.5	81	994	34	0
21/03/2016	09	14	11	4	0.3	26	43	21	83	21	0.3	57	13.9	75	994	155	0
21/03/2016	10	11	11	3	0.1	2	13	12	15	69	0.7	71	14.9	75	994	194	0
21/03/2016	11	15	14	3	0.1	2	8	16	9	83	1.1	81	15.6	79	994	352	0
21/03/2016	12	15	14	3	0.1	2	5	16	7	92	1.3	98	16.9	72	993	706	0
21/03/2016	13	12	11	3	0.1	2	5	13	7	91	1.4	89	16.3	75	993	392	0
21/03/2016	14	9	9	3	0.1	2	5	9	7	89	1.6	73	14.9	80	992	122	0
21/03/2016	15	6	6	3	0.1	2	6	7	8	90	1	72	14.7	78	992	87	0
21/03/2016	16	8	7	3	0.1	2	9	8	12	78	0.8	57	14.1	83	991	81	0.3
21/03/2016	17	9	9	3	0.1	2	13	10	15	65	0.3	39	13.4	90	991	26	0.3
21/03/2016	18	9	8	3	0.1	3	27	11	30	31	0.3	322	12.8	93	991	4	1
21/03/2016	19	12	11	3	0.1	2	25	14	26	31	0.2	322	12.3	95	992	0	0.5
21/03/2016	20	12	11	3	0.1	2	20	13	22	41	0.1	292	12.1	96	992	0	0.8
21/03/2016	21	10	10	3	0.1	2	18	11	20	39	0.1	337	11.7	97	992	0	0.1
21/03/2016	22	10	10	3	0.1	2	18	11	21	41	0.1	358	11.6	98	992	0	0.1
21/03/2016	23	4	4	3	0.1	2	9	4	11	62	0.2	8	11.5	95	991	0	0.3
22/03/2016	00	2	2	3	0.1	2	5	2	7	68	0.1	355	11.4	92	990	0	0
22/03/2016	01	4	3	3	0.1	2	8	5	11	54	0.1	304	11.3	92	989	0	0
22/03/2016	02	7	6	3	0.1	2	9	8	11	43	0.1	324	11	95	989	0	0.1
22/03/2016	03	7	7	3	0.1	2	8	8	10	46	0.1	317	10.9	96	988	0	0
22/03/2016	04	5	5	3	0.1	2	6	5	8	54	0.1	325	11.1	94	987	0	0
22/03/2016	05	4	3	3	0.1	2	7	4	8	67	0.1	2	12.1	87	987	0	0
22/03/2016	06	4	4	3	0.1	2	9	5	11	67	0.1	353	12.5	83	987	0	0
22/03/2016	07	8	5	3	0.1	6	36	10	44	15	0.1	299	11.5	90	987	4	0
22/03/2016	08	7	6	3	0.1	3	30	8	34	28	0.1	336	12.2	88	987	30	0
22/03/2016	09	8	7	3	0.1	4	33	9	38	39	0.1	329	13.4	80	988	87	0
22/03/2016	10	14	13	4	0.1	3	20	14	24	71	0.2	347	14.6	72	988	151	0
22/03/2016	11	13	13	5	0.2	2	10	14	13	84	0.6	356	15.5	66	988	307	0
22/03/2016	12	12	11	5	0.1	2	7	12	9	91	0.6	338	16.6	60	988	383	0
22/03/2016	13	13	13	5	0.2	2	11	14	12	83	0.5	103	15.6	62	988	62	0
22/03/2016	14	16	15	5	0.2	2	24	17	27	58	0.2	210	15	68	988	65	0
22/03/2016	15	14	13	5	0.2	2	16	15	19	72	0.4	263	15.6	66	987	194	0
22/03/2016	16	15	14	5	0.2	3	13	15	16	79	1.2	252	15.7	65	987	206	0
22/03/2016	17	13	13	5	0.2	2	12	14	15	79	1.5	239	15.5	67	987	158	0
22/03/2016	18	13	12	5	0.1	2	17	14	19	63	1.5	241	14.8	74	987	52	0
22/03/2016	19	11	11	5	0.1	2	29	12	31	41	1	239	13.9	78	988	0	0
22/03/2016	20	15	15	5	0.1	2	33	16	35	32	1	227	13.6	79	988	0	0
22/03/2016	21	13	12	5	0.1	2	22	14	24	44	0.2	233	13.6	78	988	0	0
22/03/2016	22	11	10	4	0.1	2	12	12	13	58	0.4	242	13.7	77	988	0	0
22/03/2016	23	7	7	4	0.1	2	7	7	9	71	0.6	278	14.2	71	988	0	0
23/03/2016	00	7	4	5	0.2	3	12	16	15	68	1.6	282	14.5	65	987	0	0
23/03/2016	01	8	5	5	0.3	4	34	23	40	43	2.3	301	14.8	61	987	0	0
23/03/2016	02	7	4	5	0.3	4	20	17	25	58	2.2	296	14.5	62	986	0	0
23/03/2016	03	4	3	5	0.2	2	7	6	10	78	2.4	297	14.1	63	986	0	0
23/03/2016	04	4	3	5	0.3	3	12	5	17	69	2.5	299	13.7	64	986	0	0
23/03/2016	05	7	4	6	0.4	7	33	23	43	34	2.6	304	13.6	64	985	0	0
23/03/2016	06	6	4	5	0.1	2	10	14	12	67	2.2	306	13.5	63	985	0	0
23/03/2016	07	8	5	5	0.2	9	28	23	41	42	2.8	299	13.7	60	986	41	0
23/03/2016	08	9	5	5	0.3	6	25	31	34	52	3.3	300	14.9	53	986	252	0
23/03/2016	09	5	3	5	0.4	2	11	14	14	74	2.1	291	16.1	46	986	438	0
23/03/2016	10	7	3	4	0.2	2	9	29	12	81	2.5	290	17.8	39	986	688	0
23/03/2016	11	9	3	3	0.1	4	15	44	21	74	2.6	292	18.8	36	987	758	0
23/03/2016	12	12	4	3	0.1	4	17	56	22	75	2.6	295	19.9	35	986	836	0
23/03/2016	13	5	3	3	0.1	3	12	17	16	83	2.8	308	21	32	986	860	0
23/03/2016	14	5	3	3	0.1	3	8	14	12	88	2	337	20.5	37	986	817	0
23/03/2016	15	6	5	3	0.1	2	5	7	7	90	1.5	82	17.4	55	986	650	0
23/03/2016	16	6	6	3	0.1	2	6	7	9	93	1.1	90	16.8	55	986	464	0
23/03/2016	17	6	5	3	0.1	2	8	7	9	93	0.9	110	16.5	55	986	326	0
23/03/2016	18	6	5	3	0.1	2	8	7	11	92	0.5	76	15.9	57	987	117	0
23/03/2016	19	7	6	3	0.1	2	10	8	12	85	0.4	70	14.4	68	988	2	0
23/03/2016	20	8	7	3	0.1	2	16	9	17	76	0.2	64	13.8	70	988	0	0
23/03/2016	21	11	10	3	0.1	6	58	14	66	23	0.1	9	13.2	72	989	0	0
23/03/2016	22	17	15	3	0.1	11	53	20	70	6	0.4	341	11.2	79	990	0	0
23/03/2016	23	14	13	3	0.1	2	32	15	34	24	0.7	327	9.8	81	990	0	0
24/03/2016	00	13	12	3	0.1	2	32	14	34	27	0.4	353	10.5	75	990	0	0
24/03/2016	01	12	11	3	0.1	4	42	14	47	21	0.3	25	11.7	64	990	0	0
24/03/2016	02	9	9	3	0.1	2	14	10	16	62	0.5	14	12.3	58	991	0	0
24/03/2016	03	9	9	3	0.1	2	9	10	11	73	0.2	331	12.5	53	991	0	0
24/03/2016	04	11	10	3	0.1	2	10	13	12	73	0.1	296	12.5	51	991	0	0
24/03/2016	05	13	11	3	0.1	2	19	18	21	48	0.1	263	11.1	57	992	0	0
24/03/2016	06	13	11	3	0.1	2	22	23	24	37	0.5	326	9.4	63	993	0	0
24/03/2016	07	13	12	3	0.1	3	18	23	21	33	0.5	325	8.6	70	994	69	0
24/03/2016	08	15	12	3	0.1	4	22	33	28	39	0.3	296	12.1	63	995	287	0
24/03/2016	09	13	10	3	0.1	3	15	37	20	62	0.3	239	15.4	49	995	500	0
24/03/2016	10	9	8	3	0.2	2	8	9	10	95	1	226	17.2	37	996	688	0
24/03/2016	11	8	8	3	0.2	2	8	9	9	99	1.5	233	18.3	34	997	813	0
24/03/2016	12	9	8	3	0.2	2	7	12	9	101	1.2	203	19.1	34	997	874	0
24/03/2016	13	7	7	4	0.2	2	6	9	8	109	1.7	147	18	33	997	874	0
24/03/2016	14	6	6	3	0.3	2	5	7	7	111	1.4	138	17.8	35	997	815	0
24/03/2016	15	7	6	3	0.2	2	4	7	6	113	1.1	135	17.4	39	997	688	0
24/03/2016	16	8	8	3	0.2	2	6	9	8	109	0.8	143	16.9	47	998	494	0
24/03/2016	17	8	8	3	0.1	2	5	9	8	104	0.6	158	16.3	53	998	290	0
24/03/2016	18	8	8	3	0.1	2	7	9	8	102	0.6	186	15.6	58	999	85	0
24/03/2016	19	9	8	3	0.1	2	7	9	8	98	0.4	188	14.6	64	1000	0	0
24/03/2016	20	13	12	3	0.1	2	18	17	20	72	0.2	248	13.6	69	1000	0	0
24/03/2016	21	26	18	3	0.1	2	37	77	38	36	0.2	305	12.4	72	1001	0	0
24/03/2016	22	21	20	3	0.1	2	23	28	25	39	0.7	328	10.8	77	1001	0	0
24/03/2016	23	20	19	3	0.1	2	15	23	16	40	0.8	329	9.9	81	1001	0	0
25/03/2016	00	19	18	3	0.1	2	13	21	15	38	0.6	322	9.1	84	1001	0	0
25/03/2016	01	23	21	3	0.1	2	17	26	19	35	0.6	315	9.2	84	1001	0	0
25/03/2016	02	18	16	3	0.1	2	15	22	17	54	0.3	243	11.1	76	1001	0	0
25/03/2016	03	16	14	3	0.1	2	13	19	15	59	0.3	237	11.4	71	1000	0	0
25/03/2016	04	16	15	3	0.1	2	15	21	17	47	0.3	352	10.1	77	1001	0	0
25/03/2016	05	12	12	3	0.1	2	12	15	14	53	0.6	335	12.1	67	1001	0	0
25/03/2016	06	9	7	3	0.1	2	10	14	11	68	0.7	322	13.6	53	1001	0	0
25/03/2016	07	11	8	3	0.1	2	11	24	12	55	1.2	321	12.3	56	1002	89	0
25/03/2016	08	7	6	3	0.1	2	11	12	15	67	0.7	330	17.3	45	1002	309	0
25/03/2016	09	4	3	3	0.2	2	10	7	12	86	0.1	329	21.6	30	1002	524	0
25/03/2016	10	5	3	4	0.2	2	11	18	13	90	0.4	351	23.3	25	1003	700	0
25/03/2016	11	4	2	4	0.1	3	13	15	17	88	1	301	24.8	22	1002	827	0
25/03/2016	12	7	3	4	0.1	3	11	36	14	95	1.8	293	25.6	21	1002	877	0
25/03/2016	13	5	2	4	0.1	2	9	20	11	99	1.9	308	27.1	18	1002	910	0
25/03/2016	14	7	2	4	0.2	3	12	34	15	99	2.2	294	27.2	17	1001	651	0
25/03/2016	15	8	2	4	0.2	3	12	38	15	99	1.9	301	26.5	17	1001	394	0
25/03/2016	16	8	3	4	0.1	2	8	37	11	104	1.4	267	25	22	1001	193	0
25/03/2016	17	6	4	4	0.1	2	9	9	11	97	0.9	196	21.7	42	1001	117	0
25/03/2016	18	6	5	3	0.1	2	10	9	12	89	0.4	189	21.5	47	1001	97	0
25/03/2016	19	8	6	4	0.1	2	20	24	22	75	0.4	122	21.5	42	1002	0	0
25/03/2016	20	9	4	3	0.1	2	15	48	17	90	1.4	302	23	25	1002	0	0
25/03/2016	21	9	4	4	0.1	2	10	48	11	91	1.8	309	22.9	23	1003	0	0
25/03/2016	22	5	3	4	0.1	2	9	19	11	88	1.6	307	22.4	24	1003	0	0
25/03/2016	23	7	3	4	0.2	2	32	25	35	55	1.1	294	22.2	23	1003	0	0
26/03/2016	00	5	3	4	0.2	2	14	15	16	82	0.7	293	21.5	24	1003	0	0
26/03/2016	01	4	3	4	0.1	2	5	6	7	90	1.2	294	20.7	25	1003	0	0
26/03/2016	02	5	4	4	0.2	3	14	10	17	70	0.8	325	18.7	30	1003	0	0
26/03/2016	03	5	4	4	0.1	2	6	6	8	77	0.5	4	17.4	34	1003	0	0
26/03/2016	04	5	5	4	0.1	2	7	6	9	81	0.3	110	17.2	39	1003	0	0
26/03/2016	05	8	7	3	0.1	2	10	9	13	71	0.2	87	15.2	65	1003	0	0
26/03/2016	06	8	7	3	0.1	2	13	9	14	64	0.1	25	14.6	65	1003	0	0
26/03/2016	07	8	7	3	0.1	3	30	11	34	35	0.1	36	14.9	61	1004	90	0
26/03/2016	08	6	5	4	0.1	4	24	9	29	58	0.1	54	17.9	48	1004	315	0
26/03/2016	09	5	4	4	0.1	2	11	7	13	83	0.2	129	20.1	36	1004	520	0
26/03/2016	10	6	5	3	0.1	2	13	9	16	89	0.4	147	20.4	43	1004	697	0
26/03/2016	11	7	6	3	0.1	2	10	9	13	95	1	123	19.7	52	1004	820	0
26/03/2016	12	8	7	3	0.1	2	9	9	10	93	1	122	19.3	60	1003	884	0
26/03/2016	13	8	7	3	0.1	2	7	9	9	99	1	122	20	53	1002	819	0
26/03/2016	14	12	11	3	0.1	2	9	16	11	91	1.1	142	19.8	60	1002	765	0
26/03/2016	15	12	10	3	0.1	3	6	14	9	97	1	160	20.2	57	1001	614	0
26/03/2016	16	12	10	3	0.1	2	6	15	8	96	0.6	153	19.5	61	1000	287	0
26/03/2016	17	10	9	3	0.1	2	6	11	8	99	0.9	197	20	55	1000	273	0
26/03/2016	18	10	9	3	0.1	2	6	11	8	102	0.8	201	19.1	54	1000	96	0
26/03/2016	19	11	10	3	0.1	2	7	16	9	95	0.1	345	18	59	1000	3	0
26/03/2016	20	11	9	3	0.2	2	21	14	23	82	0.1	339	18	56	1000	0	0
26/03/2016	21	21	15	3	0.3	2	37	65	39	40	0.2	301	17	59	1000	0	0
26/03/2016	22	18	14	3	0.3	2	28	39	31	43	0.1	270	16.6	63	1000	0	0
26/03/2016	23	10	9	3	0.2	2	16	15	17	45	0.7	316	17.4	61	1000	0	0
27/03/2016	00	12	5	3	0.3	9	30	42	44	16	1	304	18.9	56	1000	0	0
27/03/2016	01	9	5	3	0.2	8	20	26	32	31	1	314	18.5	55	1000	0	0
27/03/2016	02	9	6	3	0.1	2	5	29	7	53	1.7	310	18.4	56	999	0	0
27/03/2016	03	10	7	3	0.2	6	23	27	32	29	2.2	297	18.7	56	999	0	0
27/03/2016	04	9	6	3	0.3	7	25	27	35	29	2.9	300	18.7	54	998	0	0
27/03/2016	05	7	3	3	0.3	4	24	25	30	33	2.4	297	18.9	51	999	0	0
27/03/2016	06	3	3	3	0.2	2	9	7	12	48	1.4	307	17.9	53	999	0	0
27/03/2016	07	2	2	3	0.3	2	9	4	11	49	0.6	322	18.5	52	1000	104	0
27/03/2016	08	2	1	3	0.3	4	14	6	21	44	0.9	316	20.7	46	1000	324	0
27/03/2016	09	2	1	3	0.2	2	4	3	6	59	1.3	277	21.4	44	1000	535	0
27/03/2016	10	4	2	3	0.2	2	6	18	8	63	2.3	289	22.8	39	1000	710	0
27/03/2016	11	2	1	3	0.3	2	6	6	8	68	2.3	286	23.5	36	1000	778	0
27/03/2016	12	2	1	3	0.5	2	5	5	7	67	1.6	311	24.1	36	1000	627	0
27/03/2016	13	2	1	3	0.4	3	6	7	10	67	1.9	303	24.1	36	1000	753	0
27/03/2016	14	1	1	3	0.4	2	7	3	10	69	1.3	290	24.1	35	999	471	0
27/03/2016	15	4	3	3	0.4	2	5	6	6	88	1.5	190	22	43	998	408	0
27/03/2016	16	5	4	3	0.3	2	5	6	7	89	1.6	187	21.3	45	998	235	0
27/03/2016	17	4	4	3	0.3	2	5	5	7	85	1.7	207	21.6	45	998	249	0
27/03/2016	18	4	4	3	0.2	2	5	6	8	76	1.5	218	21.2	49	998	55	0
27/03/2016	19	4	3	3	0.3	2	7	6	9	67	0.7	216	20.3	49	998	1	0
27/03/2016	20	6	4	3	0.3	2	12	14	15	56	0.2	298	19.1	50	999	0	0
27/03/2016	21	7	5	3	0.4	2	28	13	30	38	0.2	332	18.3	49	999	0	0
27/03/2016	22	7	5	3	0.5	2	27	13	28	40	0.6	331	16.9	47	999	0	0
27/03/2016	23	3	1	3	0.6	2	11	10	13	72	1.2	310	17.4	30	999	0	0
28/03/2016	00	2	1	3	0.7	2	7	3	9	78	1.3	314	17.4	28	999	0	0
28/03/2016	01	3	1	3	0.8	3	19	7	23	58	1.7	301	17.8	28	999	0	0
28/03/2016	02	3	1	3	0.8	4	28	9	34	43	1.9	295	17.4	31	999	0	0
28/03/2016	03	3	1	3	0.8	5	31	12	38	40	2.1	301	16.9	33	999	0	0
28/03/2016	04	4	2	3	0.7	3	19	18	24	56	2.7	304	16.3	36	999	0	0
28/03/2016	05	5	2	3	0.6	2	15	22	17	61	2.6	303	16.1	38	999	0	0
28/03/2016	06	3	1	3	0.6	2	4	10	6	77	2.8	315	15.8	41	999	0	0
28/03/2016	07	4	1	3	0.6	2	11	18	14	63	1.8	305	16.3	41	1000	81	0
28/03/2016	08	4	1	3	0.6	2	8	16	10	72	2.2	287	17.7	37	1000	275	0
28/03/2016	09	2	1	3	0.5	2	4	5	6	78	2.7	268	18.3	35	1000	490	0
28/03/2016	10	2	1	3	0.3	2	4	4	6	79	2.3	265	19.6	33	1000	712	0
28/03/2016	11	2	1	3	0.1	2	4	4	6	83	2.1	275	21.4	28	1000	873	0
28/03/2016	12	2	1	3	0.1	2	4	4	6	85	1.1	269	23	25	1000	873	0
28/03/2016	13	1	1	3	0.1	2	4	2	6	93	1.4	246	23.8	21	999	801	0
28/03/2016	14	3	2	3	0.1	2	5	5	7	98	1.7	188	22.3	34	999	785	0
28/03/2016	15	3	2	3	0.1	2	6	5	8	94	1.4	185	21.1	46	998	510	0
28/03/2016	16	4	3	3	0.1	2	5	5	8	96	1.9	212	19.7	51	998	173	0
28/03/2016	17	4	3	3	0.1	2	7	5	9	97	1.2	206	19.8	52	999	174	0
28/03/2016	18	4	3	3	0.1	2	8	7	10	87	1	190	20	55	998	89	0
28/03/2016	19	5	4	3	0.1	2	9	10	11	81	0.7	202	19.4	56	999	0	0
28/03/2016	20	8	6	3	0.1	2	14	12	16	70	0.3	223	18.7	56	999	0	0
28/03/2016	21	9	6	3	0.1	2	33	22	35	36	0.4	318	18	61	1000	0	0
28/03/2016	22	4	3	3	0.1	3	20	11	23	49	0.7	316	18.6	52	1000	0	0
28/03/2016	23	4	2	3	0.1	2	15	15	17	49	0.4	305	18.4	48	1000	0	0
29/03/2016	00	4	2	3	0.1	2	13	10	15	52	0.2	304	18	48	1000	0	0
29/03/2016	01	5	2	3	0.1	3	13	14	16	50	1.1	315	17.5	52	1000	0	0
29/03/2016	02	5	3	3	0.1	2	14	15	17	45	0.6	338	17	55	999	0	0
29/03/2016	03	3	2	3	0.1	2	5	9	7	59	0.4	15	16.3	58	999	0	0
29/03/2016	04	3	2	3	0.1	2	5	5	7	59	0.3	359	16.5	57	999	0	0
29/03/2016	05	3	2	3	0.1	2	10	4	12	55	0.5	330	16.3	57	999	0	0
29/03/2016	06	4	3	3	0.1	2	20	7	22	44	0.6	324	15.6	60	999	0	0
29/03/2016	07	5	3	3	0.1	13	38	10	58	26	0.4	358	16.8	56	999	102	0
